"Kod";"Nazwa";"ogółem;wodociąg;2018;[%]";"ogółem;kanalizacja;2018;[%]";"ogółem;gaz;2018;[%]";
1403021;"Łaskarzew (1)";92,5;55,2;42,6;
1403032;"Borowie (2)";96,4;57,9;18,4;
1403042;"Garwolin (2)";88,8;47,9;37,6;
1403052;"Górzno (2)";84,8;30,3;26,0;
1403062;"Łaskarzew (2)";73,3;17,3;20,5;
1403072;"Maciejowice (2)";52,0;17,8;11,3;
1403082;"Miastków Kościelny (2)";82,7;29,0;19,1;
1403092;"Parysów (2)";91,7;21,4;18,1;
1403103;"Pilawa (3)";93,9;66,6;50,5;
1403112;"Sobolew (2)";77,4;33,9;27,8;
1403122;"Trojanów (2)";82,7;0,0;0,0;
1403132;"Wilga (2)";95,2;13,4;0,6;
1403143;"Żelechów (3)";92,5;49,3;34,9;
1404011;"Gostynin (1)";87,4;81,7;10,0;
1404022;"Gostynin (2)";83,9;15,3;0,5;
1404032;"Pacyna (2)";89,1;22,5;0,6;
1404043;"Sanniki (3)";82,4;16,9;0,1;
1404052;"Szczawin Kościelny (2)";85,1;15,8;0,0;
1405011;"Milanówek (1)";81,8;69,3;79,2;
1405021;"Podkowa Leśna (1)";86,3;86,0;87,0;
1405032;"Baranów (2)";95,6;15,6;12,7;
1405043;"Grodzisk Mazowiecki (3)";93,4;70,9;75,8;
1405052;"Jaktorów (2)";87,4;62,7;48,6;
1405062;"Żabia Wola (2)";99,6;13,0;45,7;
1406012;"Belsk Duży (2)";88,0;19,2;73,7;
1406022;"Błędów (2)";34,1;17,3;47,4;
1406032;"Chynów (2)";91,4;44,3;35,5;
1406042;"Goszczyn (2)";43,5;14,1;51,0;
1406053;"Grójec (3)";94,4;62,3;84,5;
1406062;"Jasieniec (2)";48,1;22,9;43,2;
1406073;"Mogielnica (3)";79,1;34,2;55,8;
1406083;"Nowe Miasto nad Pilicą (3)";91,5;34,7;1,3;
1406092;"Pniewy (2)";8,9;0,0;49,3;
1406113;"Warka (3)";73,2;61,6;21,2;
1407012;"Garbatka-Letnisko (2)";86,3;55,2;26,1;
1407022;"Głowaczów (2)";95,0;20,9;0,0;
1407032;"Gniewoszów (2)";62,5;12,8;0,0;
1407042;"Grabów nad Pilicą (2)";86,0;34,6;0,1;
1407053;"Kozienice (3)";90,9;90,2;64,6;
1407062;"Magnuszew (2)";51,8;42,4;0,0;
1407072;"Sieciechów (2)";85,9;40,3;1,4;
1408011;"Legionowo (1)";86,0;90,4;78,9;
1408022;"Jabłonna (2)";13,9;37,0;57,4;
1408032;"Nieporęt (2)";71,0;47,5;81,2;
1408043;"Serock (3)";95,3;63,9;65,8;
1408052;"Wieliszew (2)";68,3;70,6;71,1;
1409012;"Chotcza (2)";89,5;0,0;0,0;
1409022;"Ciepielów (2)";82,5;10,4;0,0;
1409033;"Lipsko (3)";70,9;42,4;0,0;
1409042;"Rzeczniów (2)";84,5;26,9;0,0;
1409052;"Sienno (2)";87,4;24,1;0,0;
1409062;"Solec nad Wisłą (2)";55,5;4,9;0,0;
1410012;"Huszlew (2)";77,0;25,3;0,0;
1410023;"Łosice (3)";87,2;56,9;16,2;
1410032;"Olszanka (2)";94,2;0,0;0,0;
1410042;"Platerów (2)";82,5;45,2;0,0;
1410052;"Sarnaki (2)";84,6;42,6;13,8;
1410062;"Stara Kornica (2)";90,9;40,8;0,0;
1411011;"Maków Mazowiecki (1)";96,1;89,7;0,7;
1411022;"Czerwonka (2)";92,2;0,0;0,0;
1411032;"Karniewo (2)";81,5;0,5;0,0;
1411042;"Krasnosielc (2)";97,5;0,0;0,0;
1411052;"Młynarze (2)";74,1;0,0;0,0;
1411062;"Płoniawy-Bramura (2)";78,0;22,7;0,0;
1411073;"Różan (3)";99,8;54,0;0,0;
1411082;"Rzewnie (2)";52,4;0,0;0,0;
1411092;"Sypniewo (2)";59,8;0,0;0,0;
1411102;"Szelków (2)";96,1;8,7;0,1;
1412011;"Mińsk Mazowiecki (1)";91,2;89,1;63,5;
1412042;"Cegłów (2)";81,9;36,7;0,4;
1412052;"Dębe Wielkie (2)";67,6;30,6;2,0;
1412062;"Dobre (2)";75,9;26,0;0,7;
1412073;"Halinów (3)";100,0;52,6;43,0;
1412082;"Jakubów (2)";86,5;22,5;0,0;
1412093;"Kałuszyn (3)";95,9;45,5;0,5;
1412102;"Latowicz (2)";82,9;30,5;9,0;
1412112;"Mińsk Mazowiecki (2)";99,9;32,7;12,8;
1412123;"Mrozy (3)";89,3;34,4;1,7;
1412132;"Siennica (2)";100,0;27,5;4,5;
1412142;"Stanisławów (2)";99,9;35,5;6,4;
1412151;"Sulejówek (1)";83,4;70,9;78,8;
1413011;"Mława (1)";91,9;85,3;89,3;
1413022;"Dzierzgowo (2)";96,8;0,0;0,0;
1413032;"Lipowiec Kościelny (2)";93,3;0,0;5,3;
1413042;"Radzanów (2)";95,3;17,3;1,2;
1413052;"Strzegowo (2)";83,7;63,9;0,0;
1413062;"Stupsk (2)";91,8;0,0;15,5;
1413072;"Szreńsk (2)";86,7;28,2;0,0;
1413082;"Szydłowo (2)";98,4;0,0;12,3;
1413092;"Wieczfnia Kościelna (2)";90,3;29,6;14,8;
1413102;"Wiśniewo (2)";97,4;2,3;0,0;
1414011;"Nowy Dwór Mazowiecki (1)";92,0;84,0;38,8;
1414022;"Czosnów (2)";85,3;56,2;55,3;
1414032;"Leoncin (2)";46,3;17,5;0,0;
1414043;"Nasielsk (3)";92,3;37,5;16,7;
1414052;"Pomiechówek (2)";88,1;42,7;25,5;
1414063;"Zakroczym (3)";80,1;35,2;0,4;
1415012;"Baranowo (2)";77,4;45,2;4,4;
1415022;"Czarnia (2)";48,3;2,5;0,0;
1415032;"Czerwin (2)";79,4;9,9;8,9;
1415042;"Goworowo (2)";87,1;13,1;0,0;
1415052;"Kadzidło (2)";72,7;32,0;9,3;
1415062;"Lelis (2)";79,4;24,8;12,5;
1415072;"Łyse (2)";31,6;33,0;1,1;
1415083;"Myszyniec (3)";90,0;35,3;0,1;
1415092;"Olszewo-Borki (2)";55,3;38,4;17,8;
1415102;"Rzekuń (2)";93,6;27,2;36,0;
1415112;"Troszyn (2)";70,4;16,9;10,5;
1416011;"Ostrów Mazowiecka (1)";89,9;77,4;15,6;
1416022;"Andrzejewo (2)";98,8;15,8;0,0;
1416032;"Boguty-Pianki (2)";94,7;36,5;0,0;
1416043;"Brok (3)";64,7;23,3;0,0;
1416052;"Małkinia Górna (2)";83,4;40,4;2,3;
1416062;"Nur (2)";96,9;0,0;0,0;
1416072;"Ostrów Mazowiecka (2)";99,0;19,8;3,4;
1416082;"Stary Lubotyń (2)";90,9;38,7;0,0;
1416092;"Szulborze Wielkie (2)";76,9;0,0;0,0;
1416102;"Wąsewo (2)";94,4;33,1;7,7;
1416112;"Zaręby Kościelne (2)";72,2;0,0;0,0;
1417011;"Józefów (1)";61,7;73,8;74,5;
1417021;"Otwock (1)";69,4;82,8;67,2;
1417032;"Celestynów (2)";99,9;43,4;28,5;
1417043;"Karczew (3)";85,1;45,8;44,2;
1417052;"Kołbiel (2)";83,1;35,2;59,9;
1417062;"Osieck (2)";99,9;43,6;12,0;
1417072;"Sobienie-Jeziory (2)";99,9;18,8;7,5;
1417082;"Wiązowna (2)";82,6;26,4;36,2;
1418013;"Góra Kalwaria (3)";96,9;54,7;39,1;
1418023;"Konstancin-Jeziorna (3)";74,8;65,0;73,3;
1418032;"Lesznowola (2)";100,0;91,4;85,5;
1418043;"Piaseczno (3)";97,3;84,8;78,2;
1418052;"Prażmów (2)";99,9;0,0;12,6;
1418063;"Tarczyn (3)";99,5;61,9;53,7;
1419012;"Bielsk (2)";76,3;27,0;0,9;
1419022;"Bodzanów (2)";82,9;20,3;0,0;
1419032;"Brudzeń Duży (2)";87,6;23,3;0,0;
1419042;"Bulkowo (2)";92,9;13,0;0,0;
1419053;"Drobin (3)";86,1;32,1;0,0;
1419063;"Gąbin (3)";87,4;23,3;5,2;
1419072;"Łąck (2)";93,2;45,3;0,0;
1419082;"Mała Wieś (2)";84,3;18,0;0,0;
1419092;"Nowy Duninów (2)";91,8;48,1;0,0;
1419102;"Radzanowo (2)";92,9;13,7;0,7;
1419112;"Słubice (2)";86,5;19,0;0,1;
1419122;"Słupno (2)";93,1;58,4;48,4;
1419132;"Stara Biała (2)";98,2;58,1;30,4;
1419142;"Staroźreby (2)";96,4;30,7;9,6;
1419153;"Wyszogród (3)";92,5;48,5;0,0;
1420011;"Płońsk (1)";99,9;96,9;93,0;
1420021;"Raciąż (1)";88,7;51,8;0,1;
1420032;"Baboszewo (2)";93,4;26,6;20,4;
1420042;"Czerwińsk nad Wisłą (2)";82,9;7,0;0,0;
1420052;"Dzierzążnia (2)";89,3;0,0;2,8;
1420062;"Joniec (2)";72,6;0,0;0,0;
1420072;"Naruszewo (2)";84,7;10,3;0,0;
1420082;"Nowe Miasto (2)";77,7;0,0;0,0;
1420092;"Płońsk (2)";98,3;11,6;9,7;
1420102;"Raciąż (2)";86,0;18,3;0,0;
1420112;"Sochocin (2)";93,4;21,3;20,0;
1420122;"Załuski (2)";99,9;0,0;1,9;
1421011;"Piastów (1)";73,5;88,8;95,4;
1421021;"Pruszków (1)";91,6;88,7;80,2;
1421033;"Brwinów (3)";75,1;60,0;79,8;
1421042;"Michałowice (2)";89,8;83,4;83,4;
1421052;"Nadarzyn (2)";96,0;64,7;79,7;
1421062;"Raszyn (2)";76,9;72,5;94,9;
1422011;"Przasnysz (1)";99,8;88,5;0,0;
1422023;"Chorzele (3)";90,1;30,0;0,2;
1422032;"Czernice Borowe (2)";99,6;25,2;0,0;
1422042;"Jednorożec (2)";93,2;31,0;0,0;
1422052;"Krasne (2)";99,0;47,9;0,0;
1422062;"Krzynowłoga Mała (2)";100,0;1,0;0,0;
1422072;"Przasnysz (2)";94,6;36,7;0,0;
1423012;"Borkowice (2)";88,9;16,7;0,0;
1423022;"Gielniów (2)";98,1;39,5;0,0;
1423032;"Klwów (2)";99,7;8,0;0,1;
1423042;"Odrzywół (2)";86,6;34,1;0,1;
1423052;"Potworów (2)";82,9;28,9;0,0;
1423063;"Przysucha (3)";96,1;66,6;0,1;
1423072;"Rusinów (2)";87,5;15,7;0,0;
1423082;"Wieniawa (2)";77,4;16,8;0,0;
1424012;"Gzy (2)";93,5;0,0;0,0;
1424022;"Obryte (2)";86,0;34,5;0,0;
1424032;"Pokrzywnica (2)";68,4;0,0;0,0;
1424043;"Pułtusk (3)";91,2;67,5;37,8;
1424052;"Świercze (2)";79,9;14,3;0,0;
1424062;"Winnica (2)";99,9;35,4;9,5;
1424072;"Zatory (2)";90,9;35,6;0,0;
1425011;"Pionki (1)";97,9;93,2;89,9;
1425022;"Gózd (2)";91,0;43,0;3,5;
1425033;"Iłża (3)";94,4;25,6;32,1;
1425042;"Jastrzębia (2)";90,9;43,6;1,0;
1425052;"Jedlińsk (2)";80,7;17,8;34,7;
1425062;"Jedlnia-Letnisko (2)";90,5;55,6;31,9;
1425072;"Kowala (2)";97,6;0,0;13,5;
1425082;"Pionki (2)";83,7;67,3;12,6;
1425092;"Przytyk (2)";88,0;40,3;0,0;
1425103;"Skaryszew (3)";97,8;25,8;37,2;
1425112;"Wierzbica (2)";87,0;39,3;0,0;
1425122;"Wolanów (2)";74,4;16,0;0,4;
1425132;"Zakrzew (2)";95,0;35,4;27,5;
1426012;"Domanice (2)";81,7;47,9;0,0;
1426022;"Korczew (2)";89,0;0,0;0,0;
1426032;"Kotuń (2)";78,5;25,7;0,6;
1426042;"Mokobody (2)";97,6;26,3;4,2;
1426053;"Mordy (3)";73,6;25,8;0,0;
1426062;"Paprotnia (2)";99,9;52,2;0,0;
1426072;"Przesmyki (2)";72,3;0,0;0,6;
1426082;"Siedlce (2)";93,0;61,0;36,5;
1426092;"Skórzec (2)";95,6;70,2;1,5;
1426102;"Suchożebry (2)";87,7;43,3;20,4;
1426112;"Wiśniew (2)";93,7;16,3;11,0;
1426122;"Wodynie (2)";73,7;34,4;0,0;
1426132;"Zbuczyn (2)";99,9;22,8;0,5;
1427011;"Sierpc (1)";96,6;76,0;12,4;
1427022;"Gozdowo (2)";97,8;38,0;9,3;
1427032;"Mochowo (2)";89,0;20,3;5,8;
1427042;"Rościszewo (2)";89,6;24,3;0,0;
1427052;"Sierpc (2)";99,2;8,6;0,1;
1427062;"Szczutowo (2)";90,3;37,1;0,0;
1427072;"Zawidz (2)";95,9;17,0;0,0;
1428011;"Sochaczew (1)";93,6;79,1;4,2;
1428022;"Brochów (2)";77,7;38,6;1,9;
1428032;"Iłów (2)";80,7;14,7;0,0;
1428042;"Młodzieszyn (2)";89,1;14,6;0,0;
1428052;"Nowa Sucha (2)";99,6;36,0;2,3;
1428062;"Rybno (2)";87,8;4,7;0,0;
1428072;"Sochaczew (2)";99,9;0,0;4,3;
1428082;"Teresin (2)";97,0;42,0;9,7;
1429011;"Sokołów Podlaski (1)";94,5;89,4;12,9;
1429022;"Bielany (2)";99,9;0,0;0,0;
1429032;"Ceranów (2)";54,2;0,0;0,0;
1429042;"Jabłonna Lacka (2)";94,5;23,7;0,0;
1429053;"Kosów Lacki (3)";68,5;19,1;0,0;
1429062;"Repki (2)";98,0;12,5;0,0;
1429072;"Sabnie (2)";89,0;0,0;0,0;
1429082;"Sokołów Podlaski (2)";79,3;6,9;1,5;
1429092;"Sterdyń (2)";70,6;21,0;0,0;
1430012;"Chlewiska (2)";96,9;28,5;0,0;
1430022;"Jastrząb (2)";89,6;0,0;0,0;
1430032;"Mirów (2)";89,0;0,0;0,0;
1430042;"Orońsko (2)";92,1;14,1;0,0;
1430053;"Szydłowiec (3)";94,3;59,8;35,2;
1432013;"Błonie (3)";89,6;80,8;74,0;
1432022;"Izabelin (2)";83,0;70,1;81,4;
1432032;"Kampinos (2)";100,0;43,1;1,7;
1432042;"Leszno (2)";84,0;31,9;40,5;
1432053;"Łomianki (3)";57,6;56,0;86,9;
1432063;"Ożarów Mazowiecki (3)";100,0;73,0;82,6;
1432072;"Stare Babice (2)";97,7;76,8;84,0;
1433011;"Węgrów (1)";87,7;78,1;20,2;
1433022;"Grębków (2)";99,9;0,0;0,0;
1433032;"Korytnica (2)";86,4;12,2;0,1;
1433042;"Liw (2)";74,0;26,4;0,1;
1433053;"Łochów (3)";92,6;41,0;0,2;
1433062;"Miedzna (2)";87,8;36,9;0,2;
1433072;"Sadowne (2)";84,8;17,3;0,0;
1433082;"Stoczek (2)";98,8;30,8;0,0;
1433092;"Wierzbno (2)";44,9;0,0;0,1;
1434011;"Kobyłka (1)";76,6;81,9;83,9;
1434021;"Marki (1)";87,6;87,3;95,8;
1434031;"Ząbki (1)";67,6;93,5;90,4;
1434041;"Zielonka (1)";98,7;89,0;93,9;
1434052;"Dąbrówka (2)";65,9;45,0;37,7;
1434062;"Jadów (2)";78,1;58,5;0,6;
1434072;"Klembów (2)";64,4;36,9;61,1;
1434082;"Poświętne (2)";12,6;0,0;5,8;
1434093;"Radzymin (3)";77,3;53,2;77,4;
1434102;"Strachówka (2)";35,7;0,0;0,4;
1434113;"Tłuszcz (3)";49,0;36,1;28,5;
1434123;"Wołomin (3)";86,6;69,9;73,5;
1435012;"Brańszczyk (2)";94,3;49,9;7,9;
1435022;"Długosiodło (2)";61,4;27,3;0,0;
1435032;"Rząśnik (2)";96,8;43,5;0,2;
1435042;"Somianka (2)";97,8;15,1;0,1;
1435053;"Wyszków (3)";98,0;75,1;70,0;
1435062;"Zabrodzie (2)";84,6;32,8;20,4;
1436012;"Kazanów (2)";58,3;14,8;0,0;
1436022;"Policzna (2)";69,6;31,8;9,6;
1436032;"Przyłęk (2)";73,2;0,0;0,0;
1436042;"Tczów (2)";86,1;49,9;0,0;
1436053;"Zwoleń (3)";67,7;42,1;13,5;
1437013;"Bieżuń (3)";96,3;27,1;0,0;
1437022;"Kuczbork-Osada (2)";99,5;31,9;0,0;
1437032;"Lubowidz (2)";95,7;14,9;0,0;
1437042;"Lutocin (2)";98,6;15,8;0,0;
1437052;"Siemiątkowo (2)";89,2;0,0;0,0;
1437063;"Żuromin (3)";99,9;57,5;0,1;
1438011;"Żyrardów (1)";93,4;84,4;67,0;
1438023;"Mszczonów (3)";88,4;53,1;46,0;
1438032;"Puszcza Mariańska (2)";95,8;29,7;0,9;
1438042;"Radziejowice (2)";89,2;38,2;35,8;
1438052;"Wiskitki (2)";85,3;16,3;0,4;
1461011;"Ostrołęka (1)";94,5;91,5;80,4;
1462011;"Płock (1)";96,4;90,7;62,2;
1463011;"Radom (1)";95,8;91,7;79,7;
1464011;"Siedlce (1)";96,1;94,0;82,7;
1465011;"M.st.Warszawa od 2002 (1)";96,2;94,8;73,5;
1601011;"Brzeg (1)";99,1;94,9;94,4;
1601022;"Skarbimierz (2)";96,4;72,6;42,9;
1601033;"Grodków (3)";97,0;77,8;37,5;
1601043;"Lewin Brzeski (3)";97,0;62,2;45,6;
1601052;"Lubsza (2)";95,1;78,0;0,0;
1601062;"Olszanka (2)";99,9;92,3;0,0;
1602013;"Baborów (3)";98,1;55,5;40,3;
1602022;"Branice (2)";88,0;42,7;25,0;
1602033;"Głubczyce (3)";96,5;77,5;53,1;
1602043;"Kietrz (3)";95,6;37,5;44,0;
1603011;"Kędzierzyn-Koźle (1)";100,0;89,1;82,8;
1603022;"Bierawa (2)";99,4;72,2;0,9;
1603032;"Cisek (2)";94,5;15,8;0,0;
1603042;"Pawłowiczki (2)";99,8;74,5;0,0;
1603052;"Polska Cerekiew (2)";94,8;50,2;0,0;
1603062;"Reńska Wieś (2)";99,9;68,1;0,0;
1604013;"Byczyna (3)";92,7;44,1;8,5;
1604023;"Kluczbork (3)";94,4;72,3;61,9;
1604032;"Lasowice Wielkie (2)";93,2;57,5;0,0;
1604043;"Wołczyn (3)";96,0;56,5;39,8;
1605013;"Gogolin (3)";99,9;78,9;27,2;
1605023;"Krapkowice (3)";98,9;73,0;47,2;
1605032;"Strzeleczki (2)";96,4;30,7;0,0;
1605042;"Walce (2)";97,6;61,9;0,0;
1605053;"Zdzieszowice (3)";99,4;83,6;67,4;
1606012;"Domaszowice (2)";99,5;24,0;0,2;
1606023;"Namysłów (3)";97,4;72,5;56,2;
1606032;"Pokój (2)";84,7;41,7;0,1;
1606042;"Świerczów (2)";98,9;29,7;0,0;
1606052;"Wilków (2)";99,9;69,8;0,0;
1607013;"Głuchołazy (3)";83,6;76,0;52,9;
1607022;"Kamiennik (2)";90,5;16,7;0,0;
1607033;"Korfantów (3)";99,4;18,5;3,3;
1607042;"Łambinowice (2)";97,4;35,1;1,0;
1607053;"Nysa (3)";96,8;96,5;71,2;
1607063;"Otmuchów (3)";98,3;83,3;35,9;
1607073;"Paczków (3)";99,1;45,1;53,7;
1607082;"Pakosławice (2)";94,6;2,8;0,0;
1607092;"Skoroszyce (2)";92,5;36,2;6,2;
1608013;"Dobrodzień (3)";88,8;37,2;0,0;
1608023;"Gorzów Śląski (3)";86,4;45,5;3,0;
1608033;"Olesno (3)";99,9;48,7;42,3;
1608043;"Praszka (3)";98,5;73,3;3,3;
1608052;"Radłów (2)";91,8;11,9;0,2;
1608062;"Rudniki (2)";92,0;51,9;0,0;
1608072;"Zębowice (2)";98,5;0,0;0,2;
1609012;"Chrząstowice (2)";95,8;88,8;2,1;
1609022;"Dąbrowa (2)";100,0;69,9;3,3;
1609032;"Dobrzeń Wielki (2)";97,5;97,0;10,3;
1609042;"Komprachcice (2)";99,5;81,6;8,8;
1609052;"Łubniany (2)";94,8;56,7;11,7;
1609062;"Murów (2)";88,7;36,8;0,0;
1609073;"Niemodlin (3)";99,9;57,5;38,5;
1609083;"Ozimek (3)";100,0;86,6;24,2;
1609092;"Popielów (2)";99,9;74,7;0,0;
1609103;"Prószków (3)";97,4;84,5;0,0;
1609112;"Tarnów Opolski (2)";98,5;66,0;6,4;
1609123;"Tułowice (3)";98,5;99,7;79,4;
1609132;"Turawa (2)";96,0;85,4;4,5;
1610013;"Biała (3)";88,1;19,4;0,1;
1610023;"Głogówek (3)";98,5;50,2;36,6;
1610032;"Lubrza (2)";97,6;0,0;0,0;
1610043;"Prudnik (3)";97,2;77,8;69,3;
1611012;"Izbicko (2)";99,9;57,9;0,0;
1611022;"Jemielnica (2)";99,9;73,2;0,0;
1611033;"Kolonowskie (3)";96,8;86,4;2,2;
1611043;"Leśnica (3)";99,9;56,2;0,0;
1611053;"Strzelce Opolskie (3)";98,8;80,3;48,8;
1611063;"Ujazd (3)";95,0;82,8;0,8;
1611073;"Zawadzkie (3)";100,0;82,0;2,9;
1661011;"Opole (1)";97,2;94,8;73,7;
1801032;"Czarna (2)";51,4;22,5;4,5;
1801052;"Lutowiska (2)";70,3;69,6;0,0;
1801083;"Ustrzyki Dolne (3)";74,3;49,8;0,5;
1802013;"Brzozów (3)";22,8;59,9;90,6;
1802022;"Domaradz (2)";23,7;38,0;63,2;
1802032;"Dydnia (2)";19,1;63,0;70,3;
1802042;"Haczów (2)";2,5;85,0;83,1;
1802052;"Jasienica Rosielna (2)";63,6;70,3;78,0;
1802062;"Nozdrzec (2)";8,0;11,2;54,5;
1803011;"Dębica (1)";92,7;84,5;96,7;
1803023;"Brzostek (3)";41,9;34,8;74,5;
1803032;"Czarna (2)";90,6;56,9;73,7;
1803042;"Dębica (2)";90,7;83,7;77,2;
1803052;"Jodłowa (2)";0,0;9,1;64,4;
1803063;"Pilzno (3)";68,8;30,6;77,6;
1803072;"Żyraków (2)";98,0;71,8;82,2;
1804011;"Jarosław (1)";94,2;82,5;96,4;
1804021;"Radymno (1)";99,9;69,7;84,3;
1804032;"Chłopice (2)";85,5;95,6;64,6;
1804042;"Jarosław (2)";99,9;89,3;73,4;
1804052;"Laszki (2)";89,0;43,9;39,8;
1804062;"Pawłosiów (2)";88,5;82,1;77,6;
1804073;"Pruchnik (3)";84,4;55,1;69,7;
1804082;"Radymno (2)";91,3;37,5;40,9;
1804092;"Rokietnica (2)";88,7;77,0;56,4;
1804102;"Roźwienica (2)";90,5;88,4;69,3;
1804112;"Wiązownica (2)";97,6;64,0;63,2;
1805011;"Jasło (1)";87,5;89,1;98,0;
1805022;"Brzyska (2)";0,0;0,0;81,7;
1805032;"Dębowiec (2)";46,1;32,4;76,2;
1805042;"Jasło (2)";34,5;80,8;88,7;
1805053;"Kołaczyce (3)";28,9;57,0;84,5;
1805062;"Krempna (2)";57,2;40,0;0,0;
1805072;"Nowy Żmigród (2)";23,6;47,0;72,4;
1805082;"Osiek Jasielski (2)";33,8;39,3;84,5;
1805092;"Skołyszyn (2)";34,7;46,6;81,8;
1805112;"Tarnowiec (2)";21,4;18,0;87,3;
1806012;"Cmolas (2)";93,7;63,8;55,0;
1806023;"Kolbuszowa (3)";89,4;44,1;75,3;
1806032;"Majdan Królewski (2)";87,6;81,0;64,7;
1806042;"Niwiska (2)";97,7;76,7;65,8;
1806052;"Raniżów (2)";92,6;58,4;42,2;
1806062;"Dzikowiec (2)";94,4;68,1;38,5;
1807012;"Chorkówka (2)";67,9;71,3;90,8;
1807023;"Dukla (3)";63,1;41,7;72,4;
1807033;"Iwonicz-Zdrój (3)";58,9;97,6;93,5;
1807043;"Jedlicze (3)";31,8;68,9;97,0;
1807052;"Korczyna (2)";44,7;54,9;83,6;
1807062;"Krościenko Wyżne (2)";80,5;98,5;94,3;
1807072;"Miejsce Piastowe (2)";54,3;95,1;95,3;
1807083;"Rymanów (3)";42,0;82,4;92,9;
1807092;"Wojaszówka (2)";28,6;59,7;83,0;
1807102;"Jaśliska (2)";70,1;4,5;0,0;
1808011;"Leżajsk (1)";90,6;88,3;91,5;
1808022;"Grodzisko Dolne (2)";96,9;56,6;40,4;
1808032;"Kuryłówka (2)";88,7;67,8;17,4;
1808042;"Leżajsk (2)";97,7;56,2;57,2;
1808053;"Nowa Sarzyna (3)";96,5;61,6;65,3;
1809011;"Lubaczów (1)";100,0;94,8;83,1;
1809023;"Cieszanów (3)";96,8;77,5;45,9;
1809032;"Horyniec-Zdrój (2)";82,2;64,3;1,2;
1809042;"Lubaczów (2)";99,9;67,1;30,7;
1809053;"Narol (3)";89,2;66,9;22,6;
1809063;"Oleszyce (3)";99,1;98,3;56,2;
1809072;"Stary Dzików (2)";87,0;91,9;0,0;
1809082;"Wielkie Oczy (2)";95,2;0,0;30,7;
1810011;"Łańcut (1)";99,9;92,4;99,6;
1810022;"Białobrzegi (2)";90,5;87,4;72,2;
1810032;"Czarna (2)";99,9;86,6;73,1;
1810042;"Łańcut (2)";92,4;90,6;81,4;
1810052;"Markowa (2)";73,3;49,8;61,2;
1810062;"Rakszawa (2)";95,8;57,9;43,6;
1810072;"Żołynia (2)";99,1;76,1;52,3;
1811011;"Mielec (1)";98,6;94,8;96,1;
1811022;"Borowa (2)";97,5;31,0;1,7;
1811032;"Czermin (2)";94,3;37,0;23,5;
1811042;"Gawłuszowice (2)";92,7;1,5;1,5;
1811052;"Mielec (2)";96,2;63,0;72,0;
1811062;"Padew Narodowa (2)";92,3;87,2;51,5;
1811073;"Przecław (3)";100,0;41,0;53,6;
1811083;"Radomyśl Wielki (3)";89,9;39,4;52,3;
1811092;"Tuszów Narodowy (2)";91,6;31,0;39,5;
1811102;"Wadowice Górne (2)";99,9;24,0;46,4;
1812012;"Harasiuki (2)";99,9;10,0;6,6;
1812022;"Jarocin (2)";88,9;76,0;0,0;
1812032;"Jeżowe (2)";91,6;77,8;42,3;
1812042;"Krzeszów (2)";93,2;30,5;44,2;
1812053;"Nisko (3)";78,7;72,8;74,8;
1812063;"Rudnik nad Sanem (3)";77,8;61,1;64,8;
1812073;"Ulanów (3)";96,0;71,6;43,9;
1813012;"Bircza (2)";14,4;33,6;4,3;
1813022;"Dubiecko (2)";18,4;35,1;38,3;
1813032;"Fredropol (2)";8,7;41,2;5,3;
1813042;"Krasiczyn (2)";73,7;79,9;51,2;
1813052;"Krzywcza (2)";8,1;36,8;0,0;
1813062;"Medyka (2)";96,0;94,5;70,1;
1813072;"Orły (2)";97,1;93,4;77,4;
1813082;"Przemyśl (2)";59,8;48,1;69,2;
1813092;"Stubno (2)";94,7;76,0;53,6;
1813102;"Żurawica (2)";94,0;84,6;86,1;
1814011;"Przeworsk (1)";95,9;92,3;88,8;
1814022;"Adamówka (2)";96,7;73,5;0,3;
1814032;"Gać (2)";95,1;81,8;65,3;
1814042;"Jawornik Polski (2)";20,1;13,2;47,2;
1814053;"Kańczuga (3)";83,2;64,8;61,8;
1814062;"Przeworsk (2)";92,4;87,7;69,6;
1814073;"Sieniawa (3)";96,0;72,9;53,5;
1814082;"Tryńcza (2)";95,4;83,0;58,9;
1814092;"Zarzecze (2)";95,8;85,2;75,8;
1815012;"Iwierzyce (2)";85,6;51,1;56,7;
1815022;"Ostrów (2)";96,9;69,7;45,5;
1815033;"Ropczyce (3)";75,8;51,6;70,9;
1815043;"Sędziszów Małopolski (3)";93,8;55,1;69,2;
1815052;"Wielopole Skrzyńskie (2)";32,1;0,0;43,5;
1816011;"Dynów (1)";43,1;63,5;60,5;
1816023;"Błażowa (3)";44,2;21,8;19,4;
1816033;"Boguchwała (3)";92,9;84,6;85,7;
1816042;"Chmielnik (2)";31,4;66,6;61,6;
1816052;"Dynów (2)";3,3;4,1;54,5;
1816063;"Głogów Małopolski (3)";99,9;83,5;71,8;
1816072;"Hyżne (2)";57,4;35,3;57,7;
1816082;"Kamień (2)";96,2;74,9;49,5;
1816092;"Krasne (2)";91,9;92,0;87,2;
1816102;"Lubenia (2)";55,0;68,8;41,1;
1816113;"Sokołów Małopolski (3)";97,6;73,4;42,2;
1816122;"Świlcza (2)";99,9;85,3;84,6;
1816132;"Trzebownisko (2)";99,9;93,6;84,0;
1816143;"Tyczyn (3)";63,9;67,4;56,3;
