"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2019;[zł]";
1016082;"Rzeczyca (2)";4318,49;4652,76;5060,74;6583,24;
1016092;"Tomaszów Mazowiecki (2)";4014,69;4575,50;5114,38;5987,29;
1016102;"Ujazd (2)";4555,69;5090,68;5712,92;5927,77;
1016112;"Żelechlinek (2)";4354,24;4910,36;5719,67;5873,84;
1017012;"Biała (2)";3644,88;3946,84;4112,29;4370,53;
1017022;"Czarnożyły (2)";3578,02;4174,64;4485,47;5058,05;
1017032;"Konopnica (2)";4001,22;4298,57;4619,23;5569,49;
1017042;"Mokrsko (2)";3780,01;4308,61;4451,79;4739,28;
1017052;"Osjaków (2)";4254,45;4890,52;5235,01;5751,81;
1017062;"Ostrówek (2)";3913,43;4161,02;4472,19;4853,06;
1017072;"Pątnów (2)";3863,61;4198,16;4593,93;5216,73;
1017082;"Skomlin (2)";3931,08;3981,99;4341,46;4687,14;
1017093;"Wieluń (3)";3611,39;3904,64;4186,01;4606,83;
1017102;"Wierzchlas (2)";3569,27;3962,91;4428,71;5907,19;
1018012;"Bolesławiec (2)";3484,72;3871,25;4398,07;4794,67;
1018022;"Czastary (2)";3728,59;4082,41;4143,76;4585,30;
1018032;"Galewice (2)";3887,41;4122,48;4468,83;4839,80;
1018042;"Lututów (2)";3829,92;4164,87;4584,17;5324,69;
1018052;"Łubnice (2)";3772,15;4275,46;4490,83;4898,72;
1018062;"Sokolniki (2)";4217,62;4467,54;4506,81;6173,93;
1018073;"Wieruszów (3)";4064,72;4540,08;4697,13;5100,39;
1019011;"Zduńska Wola (1)";3185,25;3568,05;3948,80;4199,06;
1019023;"Szadek (3)";3401,90;3698,38;4014,37;4768,18;
1019032;"Zapolice (2)";3297,73;4121,43;4370,90;5135,94;
1019042;"Zduńska Wola (2)";3382,60;3701,87;4262,65;5043,38;
1020011;"Głowno (1)";3052,93;3386,12;3899,15;4120,99;
1020021;"Ozorków (1)";3517,43;3942,67;4187,48;4900,47;
1020031;"Zgierz (1)";3453,53;3757,45;4461,16;4519,24;
1020043;"Aleksandrów Łódzki (3)";3591,08;3797,05;4298,12;4926,03;
1020052;"Głowno (2)";3727,74;3928,04;4042,10;4784,03;
1020062;"Ozorków (2)";3876,35;4248,32;4330,17;5033,09;
1020072;"Parzęczew (2)";4366,91;4547,43;5352,31;5243,67;
1020083;"Stryków (3)";5441,67;6162,19;6588,51;7897,12;
1020092;"Zgierz (2)";3652,55;4033,48;4352,32;5242,36;
1021011;"Brzeziny (1)";3492,19;3826,13;4418,98;4527,72;
1021022;"Brzeziny (2)";3363,71;3823,39;4415,28;5224,67;
1021032;"Dmosin (2)";3624,70;4015,67;4316,73;5345,25;
1021042;"Jeżów (2)";3558,75;4116,11;4352,02;4993,70;
1021052;"Rogów (2)";3468,75;4313,87;5179,43;5354,10;
1061011;"Łódź (1)";5593,99;5616,32;5927,67;6600,84;
1062011;"Piotrków Trybunalski (1)";5654,46;5650,55;5847,43;6787,57;
1063011;"Skierniewice (1)";5055,35;5103,24;5587,37;6336,25;
1201011;"Bochnia (1)";3870,17;4545,13;4614,11;5098,30;
1201022;"Bochnia (2)";3377,70;4054,68;4153,95;4790,82;
1201032;"Drwinia (2)";4034,45;4591,09;4813,05;5729,05;
1201042;"Lipnica Murowana (2)";3923,04;4228,88;4553,44;5243,62;
1201052;"Łapanów (2)";4541,52;4890,08;4980,97;6203,09;
1201063;"Nowy Wiśnicz (3)";3644,54;4170,06;4836,22;5199,50;
1201072;"Rzezawa (2)";3615,61;3931,56;4362,57;4930,76;
1201082;"Trzciana (2)";4201,94;4778,29;5410,88;6439,81;
1201092;"Żegocina (2)";4451,12;5275,99;5521,56;6309,13;
1202012;"Borzęcin (2)";3854,18;3874,01;4147,95;5646,31;
1202023;"Brzesko (3)";3390,23;3540,97;3833,55;4537,05;
1202033;"Czchów (3)";4378,99;4640,54;5180,41;5579,49;
1202042;"Dębno (2)";3368,14;3514,32;3674,09;4340,03;
1202052;"Gnojnik (2)";3657,77;4066,70;4803,11;6212,65;
1202062;"Iwkowa (2)";4140,99;4547,11;5565,22;6682,17;
1202072;"Szczurowa (2)";3496,23;3749,48;4913,25;5021,58;
1203013;"Alwernia (3)";3062,05;3439,02;3687,04;4535,39;
1203022;"Babice (2)";3321,46;3520,30;3839,63;4133,01;
1203033;"Chrzanów (3)";3498,89;3751,12;4118,54;4440,30;
1203043;"Libiąż (3)";3320,79;3745,15;3902,79;4298,31;
1203053;"Trzebinia (3)";3715,56;3977,89;4326,31;4700,37;
1204012;"Bolesław (2)";2907,49;3053,99;3195,06;3635,39;
1204023;"Dąbrowa Tarnowska (3)";3390,49;3824,58;3994,00;4366,10;
1204032;"Gręboszów (2)";2984,82;3216,33;3376,82;3571,97;
1204042;"Mędrzechów (2)";3463,71;3669,01;3915,45;4237,87;
1204052;"Olesno (2)";3098,44;3421,72;3819,96;4115,86;
1204062;"Radgoszcz (2)";4131,95;4307,12;4290,41;4653,92;
1204073;"Szczucin (3)";4552,11;4714,62;3950,03;4575,26;
1205011;"Gorlice (1)";3452,87;3674,71;3939,17;4851,62;
1205023;"Biecz (3)";3653,67;4150,91;4672,94;4863,84;
1205033;"Bobowa (3)";4561,99;5053,98;5634,32;6537,24;
1205042;"Gorlice (2)";3676,87;4134,53;4390,69;4818,11;
1205052;"Lipinki (2)";3614,31;3905,24;4459,70;5019,02;
1205062;"Łużna (2)";3834,53;4310,56;4537,08;5527,03;
1205072;"Moszczenica (2)";3861,75;4493,40;4739,66;5909,06;
1205082;"Ropa (2)";4324,27;4757,83;5248,39;5913,62;
1205092;"Sękowa (2)";4419,80;4401,33;5218,92;5602,05;
1205102;"Uście Gorlickie (2)";5450,67;5990,69;6243,54;6430,86;
1206012;"Czernichów (2)";3489,18;3770,55;3999,15;4687,28;
1206022;"Igołomia-Wawrzeńczyce (2)";3626,59;4271,97;4322,06;4986,65;
1206032;"Iwanowice (2)";3665,95;4181,31;4289,75;5646,34;
1206042;"Jerzmanowice-Przeginia (2)";3502,14;3732,74;4199,25;4750,08;
1206052;"Kocmyrzów-Luborzyca (2)";3224,39;3662,85;4154,66;4945,57;
1206063;"Krzeszowice (3)";3202,78;3497,68;4108,12;4757,16;
1206072;"Liszki (2)";3765,12;3893,68;3867,67;4815,93;
1206082;"Michałowice (2)";3692,39;4152,53;4558,45;5271,42;
1206092;"Mogilany (2)";3852,16;4394,92;5329,22;5940,85;
1206103;"Skała (3)";3962,84;4225,21;4401,69;5133,01;
1206113;"Skawina (3)";4115,74;4327,39;4671,75;5491,53;
1206123;"Słomniki (3)";4101,33;4174,43;4525,25;5806,79;
1206132;"Sułoszowa (2)";3872,68;4105,91;4747,78;5245,23;
1206143;"Świątniki Górne (3)";4418,25;4690,27;5741,44;6127,20;
1206152;"Wielka Wieś (2)";4786,42;4937,12;5704,78;6243,65;
1206162;"Zabierzów (2)";4401,52;4943,02;4874,15;5921,88;
1206172;"Zielonki (2)";4081,51;4426,58;5088,73;6349,07;
1207011;"Limanowa (1)";4582,73;4639,45;6052,23;5703,15;
1207021;"Mszana Dolna (1)";4154,33;4599,26;4183,55;4530,59;
1207032;"Dobra (2)";4074,20;4429,25;5284,15;5488,19;
1207042;"Jodłownik (2)";4503,92;4342,39;4757,30;5379,68;
1207052;"Kamienica (2)";4259,63;4489,83;5212,59;5427,87;
1207062;"Laskowa (2)";4431,25;4891,63;5381,99;5594,75;
1207072;"Limanowa (2)";3655,19;4151,82;4426,41;5060,44;
1207082;"Łukowica (2)";4376,98;4912,46;5300,91;5584,54;
1207092;"Mszana Dolna (2)";3879,02;4452,16;4548,05;5192,57;
1207102;"Niedźwiedź (2)";4642,36;4976,83;5276,27;5458,51;
1207112;"Słopnice (2)";4568,02;4859,73;5063,72;5632,36;
1207122;"Tymbark (2)";3937,70;4261,93;4874,03;5085,14;
1208012;"Charsznica (2)";3300,49;3592,64;3962,97;4489,23;
1208022;"Gołcza (2)";3431,81;4103,49;4391,90;4837,69;
1208032;"Kozłów (2)";3250,36;3775,69;4051,59;4814,61;
1208042;"Książ Wielki (2)";3954,22;4004,33;4662,44;4854,98;
1208053;"Miechów (3)";3416,08;3661,24;3770,40;4574,80;
1208062;"Racławice (2)";3961,17;4295,71;5632,91;5261,26;
1208072;"Słaboszów (2)";3326,85;3546,26;4091,03;4781,53;
1209013;"Dobczyce (3)";4309,55;4655,11;5390,34;6799,51;
1209022;"Lubień (2)";3742,32;4129,87;4324,36;4878,26;
1209033;"Myślenice (3)";4283,84;4303,63;4337,53;5110,18;
1209042;"Pcim (2)";3758,45;4143,48;4479,10;4649,81;
1209052;"Raciechowice (2)";4935,66;5495,39;5358,62;5754,35;
1209062;"Siepraw (2)";4037,47;4235,59;4604,51;5235,88;
1209073;"Sułkowice (3)";3729,86;3814,81;4021,27;4379,92;
1209082;"Tokarnia (2)";3833,63;4281,59;4493,57;4812,03;
1209092;"Wiśniowa (2)";4111,02;4448,78;4796,69;5790,09;
1210011;"Grybów (1)";3780,88;4306,31;4719,75;5202,51;
1210022;"Chełmiec (2)";5111,19;4747,49;5153,12;5938,75;
1210032;"Gródek nad Dunajcem (2)";4531,15;4802,51;5030,42;5459,54;
1210042;"Grybów (2)";4398,20;4658,94;4914,73;5652,41;
1210052;"Kamionka Wielka (2)";3942,99;4339,53;4870,69;5299,45;
1210062;"Korzenna (2)";4304,64;4740,29;5619,06;5870,24;
1210073;"Krynica-Zdrój (3)";5401,92;5460,09;5933,08;6419,93;
1210082;"Łabowa (2)";4370,91;4811,05;5565,22;5545,71;
1210092;"Łącko (2)";4484,59;5289,46;5624,30;6639,84;
1210102;"Łososina Dolna (2)";3987,72;4559,27;4838,77;5109,78;
1210113;"Muszyna (3)";4332,90;4536,42;5340,12;7139,97;
1210122;"Nawojowa (2)";3944,89;4227,70;4988,63;5094,99;
1210133;"Piwniczna-Zdrój (3)";4220,97;4388,84;4670,09;5003,85;
1210142;"Podegrodzie (2)";4209,24;4642,30;4916,60;5116,14;
1210152;"Rytro (2)";3858,71;4281,36;4784,68;4746,93;
1210163;"Stary Sącz (3)";3656,78;4205,83;5053,17;5379,49;
1211011;"Nowy Targ (1)";3835,82;4069,59;4659,98;5325,37;
1211023;"Szczawnica (3)";3929,38;4198,26;4635,41;5051,31;
1211032;"Czarny Dunajec (2)";4012,90;4118,36;4505,33;4609,54;
1211042;"Czorsztyn (2)";4085,37;4286,29;4915,20;6103,39;
1211052;"Jabłonka (2)";3884,56;4295,16;4625,77;5196,51;
1211062;"Krościenko nad Dunajcem (2)";4049,25;4354,54;4480,86;5109,93;
1211072;"Lipnica Wielka (2)";3766,38;4308,75;4823,08;5219,52;
1211082;"Łapsze Niżne (2)";4043,80;4412,24;4623,28;5551,21;
1211092;"Nowy Targ (2)";3908,77;4251,80;4253,32;5120,62;
1211102;"Ochotnica Dolna (2)";4467,77;4932,16;5079,12;6387,86;
1211112;"Raba Wyżna (2)";3876,10;4022,77;4220,06;4549,09;
1211123;"Rabka-Zdrój (3)";3573,04;3681,59;4043,79;4823,78;
1211132;"Spytkowice (2)";4005,43;4356,00;4363,18;4964,99;
1211142;"Szaflary (2)";3585,75;4162,03;4395,69;4995,74;
1212011;"Bukowno (1)";3899,80;4243,34;4592,34;5357,20;
1212032;"Bolesław (2)";4655,95;4703,23;5341,35;6083,08;
1212042;"Klucze (2)";3451,82;3800,21;4806,73;4810,20;
1212053;"Olkusz (3)";3245,07;3540,83;3759,81;4322,09;
1212062;"Trzyciąż (2)";3428,75;3718,99;3994,96;4379,08;
1212073;"Wolbrom (3)";3352,01;3971,64;4595,38;4880,41;
1213011;"Oświęcim (1)";4924,45;5039,86;5203,73;5800,07;
1213023;"Brzeszcze (3)";3968,84;4132,09;4809,71;5117,89;
1213033;"Chełmek (3)";3043,54;3384,04;3802,09;4747,52;
1213043;"Kęty (3)";3219,97;3492,58;3844,64;4253,56;
1213052;"Osiek (2)";3409,86;3902,18;4310,48;4808,69;
1213062;"Oświęcim (2)";3360,81;3713,25;4034,60;4698,67;
1213072;"Polanka Wielka (2)";3230,03;3804,15;4556,38;5219,50;
1213082;"Przeciszów (2)";3162,56;3467,94;4544,63;5555,73;
1213093;"Zator (3)";4517,83;4501,03;5095,65;5612,09;
1214012;"Koniusza (2)";3640,76;3994,69;4208,60;4463,80;
1214023;"Koszyce (3)";;;;4310,69;
1214033;"Nowe Brzesko (3)";3557,87;4017,88;4267,47;4638,04;
1214042;"Pałecznica (2)";4978,24;5183,63;6021,64;8051,04;
1214053;"Proszowice (3)";3674,41;3601,65;4303,17;4645,91;
1214062;"Radziemice (2)";3487,42;3916,54;4273,94;4671,87;
1215011;"Jordanów (1)";3680,04;3979,81;4610,09;5233,54;
1215021;"Sucha Beskidzka (1)";4154,22;4411,56;5090,09;5231,09;
1215032;"Budzów (2)";3795,01;4365,55;4448,11;4949,60;
1215042;"Bystra-Sidzina (2)";4134,64;4524,63;5107,05;5569,97;
1215052;"Jordanów (2)";3850,94;4075,15;4378,73;4748,58;
1215063;"Maków Podhalański (3)";3497,38;4031,32;4063,08;4446,81;
1215072;"Stryszawa (2)";3672,43;4074,82;4413,50;4695,02;
1215082;"Zawoja (2)";4271,57;4539,40;4992,71;5150,43;
1215092;"Zembrzyce (2)";3380,52;3874,36;4719,58;4738,25;
1216013;"Ciężkowice (3)";4094,71;4201,16;4441,24;5005,41;
1216022;"Gromnik (2)";3629,30;3990,05;4359,28;4923,29;
1216032;"Lisia Góra (2)";3370,67;3766,67;4086,71;4822,72;
1216042;"Pleśna (2)";3339,28;3580,53;4403,05;4639,57;
1216053;"Radłów (3)";3475,76;3397,01;4190,60;4676,38;
1216063;"Ryglice (3)";3747,90;4008,92;4532,01;4988,46;
1216072;"Rzepiennik Strzyżewski (2)";4060,29;4599,70;5193,46;5558,09;
1216082;"Skrzyszów (2)";3497,94;3558,53;3888,18;4617,75;
1216092;"Tarnów (2)";3374,54;3670,28;3917,32;4407,32;
1216103;"Tuchów (3)";3425,93;3772,86;4020,72;4392,37;
1216112;"Wierzchosławice (2)";3134,87;3244,15;3594,18;4234,89;
1216122;"Wietrzychowice (2)";3173,09;3505,69;3647,74;4037,86;
1216133;"Wojnicz (3)";3368,37;3575,54;4080,07;4478,62;
1216143;"Zakliczyn (3)";3827,32;4327,57;4715,20;5221,25;
1216153;"Żabno (3)";3178,11;3449,09;3747,97;4198,66;
1216162;"Szerzyny (2)";3777,54;4302,50;4479,25;5264,39;
1217011;"Zakopane (1)";4691,40;5698,72;5521,07;6325,61;
1217022;"Biały Dunajec (2)";3706,84;3983,95;4403,33;5077,71;
1217032;"Bukowina Tatrzańska (2)";4668,11;4905,39;4788,26;5356,43;
1217042;"Kościelisko (2)";3974,46;4068,08;4604,96;5269,20;
1217052;"Poronin (2)";3802,68;4013,95;4740,00;5077,47;
1218013;"Andrychów (3)";3525,22;3841,15;4249,16;4900,64;
1218022;"Brzeźnica (2)";3628,73;4082,74;4514,85;5215,54;
1218033;"Kalwaria Zebrzydowska (3)";3756,25;3944,86;4343,12;5089,71;
1218042;"Lanckorona (2)";3776,83;4290,76;4575,73;5294,37;
1218052;"Mucharz (2)";3836,28;4039,52;4508,88;5051,22;
1218062;"Spytkowice (2)";3351,79;3574,66;4036,25;4703,89;
1218072;"Stryszów (2)";3475,55;3945,36;4216,78;5302,63;
1218082;"Tomice (2)";3442,28;3828,15;4095,43;4787,67;
1218093;"Wadowice (3)";3444,18;4360,19;4607,41;4686,51;
1218102;"Wieprz (2)";3688,46;4288,97;4384,86;4959,31;
1219012;"Biskupice (2)";3428,51;3988,14;4760,79;5087,80;
1219022;"Gdów (2)";3886,76;4283,90;5026,26;5035,60;
1219032;"Kłaj (2)";3722,81;4027,90;4627,72;4744,27;
1219043;"Niepołomice (3)";4771,32;5191,22;5751,02;7534,63;
1219053;"Wieliczka (3)";4067,96;4306,88;4669,24;5426,78;
1261011;"Kraków (1)";6099,34;6469,58;6896,89;7630,02;
1262011;"Nowy Sącz (1)";5809,13;6107,43;7561,83;7646,20;
1263011;"Tarnów (1)";5591,04;6124,86;6223,82;7364,43;
1401013;"Białobrzegi (3)";3900,98;4019,02;4482,83;5405,42;
1401022;"Promna (2)";3557,79;4038,92;4570,37;4852,53;
1401032;"Radzanów (2)";4360,55;4750,22;4899,85;5390,59;
1401042;"Stara Błotnica (2)";4141,94;4762,24;5516,10;5442,30;
1401052;"Stromiec (2)";4541,27;4624,86;4834,11;5387,12;
1401063;"Wyśmierzyce (3)";3741,48;4361,55;4575,54;5173,43;
1402011;"Ciechanów (1)";3779,70;4189,50;5025,06;5426,31;
1402022;"Ciechanów (2)";3808,71;4453,05;4406,37;5057,13;
1402033;"Glinojeck (3)";4477,65;4445,95;4900,94;5417,34;
1402042;"Gołymin-Ośrodek (2)";4023,73;4377,51;4598,45;4966,60;
1402052;"Grudusk (2)";3905,14;4311,34;4790,13;4755,00;
1402062;"Ojrzeń (2)";4056,54;4568,63;4607,84;5594,79;
1402072;"Opinogóra Górna (2)";3758,89;3989,25;4206,35;5372,07;
1402082;"Regimin (2)";4035,42;4406,28;4597,04;5024,92;
1402092;"Sońsk (2)";3754,51;4169,47;4078,15;4680,17;
1403011;"Garwolin (1)";3854,35;4459,30;4591,17;5175,20;
1403021;"Łaskarzew (1)";3994,81;4581,65;4498,14;4993,89;
1403032;"Borowie (2)";4555,96;4169,59;4590,94;5241,18;
1403042;"Garwolin (2)";3840,68;4063,71;4415,68;5220,50;
1403052;"Górzno (2)";4050,33;4603,69;4665,86;4961,90;
1403062;"Łaskarzew (2)";3656,25;4203,20;4345,56;4719,94;
1403072;"Maciejowice (2)";3829,61;4291,01;4530,33;5445,33;
1403082;"Miastków Kościelny (2)";3821,64;4239,43;4700,03;5335,17;
1403092;"Parysów (2)";4220,16;4786,89;4502,00;5383,51;
1403103;"Pilawa (3)";3938,50;4164,94;4460,25;5328,94;
1403112;"Sobolew (2)";3773,02;4236,25;4703,30;4925,94;
1403122;"Trojanów (2)";3597,51;4143,36;4508,37;4857,88;
1403132;"Wilga (2)";3351,87;3700,57;4090,22;4530,78;
1403143;"Żelechów (3)";3763,93;4073,22;4517,37;4847,46;
1404011;"Gostynin (1)";3233,37;3572,50;3703,97;4157,65;
1404022;"Gostynin (2)";3599,29;3901,13;4035,03;4404,01;
1404032;"Pacyna (2)";3327,02;3638,74;3717,45;4220,91;
1404043;"Sanniki (3)";;;4006,13;5092,53;
1404052;"Szczawin Kościelny (2)";3677,38;3978,89;4128,56;4638,34;
1405011;"Milanówek (1)";4845,88;4905,47;5417,00;6010,71;
1405021;"Podkowa Leśna (1)";7428,84;7824,98;9337,38;9001,98;
1405032;"Baranów (2)";4076,33;4432,77;4794,09;5214,82;
1405043;"Grodzisk Mazowiecki (3)";4546,87;5051,65;6374,60;6911,65;
1405052;"Jaktorów (2)";5628,18;5858,73;7028,54;8022,90;
1405062;"Żabia Wola (2)";5359,05;5424,44;5646,43;7218,20;
1406012;"Belsk Duży (2)";4409,07;4647,54;5148,86;5292,20;
1406022;"Błędów (2)";3647,05;3841,88;3915,74;4440,87;
1406032;"Chynów (2)";3807,75;4231,04;4746,74;5520,79;
1406042;"Goszczyn (2)";4125,40;4508,82;5152,94;5521,59;
1406053;"Grójec (3)";3767,71;3957,89;4198,55;4926,94;
1406062;"Jasieniec (2)";3969,21;4359,91;4614,31;5221,04;
1406073;"Mogielnica (3)";4811,51;3936,65;4279,14;4467,59;
1406083;"Nowe Miasto nad Pilicą (3)";3418,37;3661,88;3981,93;5296,62;
1406092;"Pniewy (2)";3839,18;3998,70;4347,17;5910,89;
1406113;"Warka (3)";3462,03;3883,61;4116,82;4532,41;
1407012;"Garbatka-Letnisko (2)";3459,27;3950,99;4287,75;4451,31;
1407022;"Głowaczów (2)";3991,66;4718,17;4567,60;4674,22;
1407032;"Gniewoszów (2)";3734,56;4081,31;4307,89;4917,01;
1407042;"Grabów nad Pilicą (2)";4265,57;4495,88;4590,66;5450,09;
1407053;"Kozienice (3)";5773,48;5027,46;5699,78;6234,36;
1407062;"Magnuszew (2)";4226,62;4801,71;4718,59;5517,99;
1407072;"Sieciechów (2)";3500,15;3852,19;3884,61;4271,09;
1408011;"Legionowo (1)";4618,56;4206,42;4674,71;5215,88;
1408022;"Jabłonna (2)";4305,51;4805,62;5871,10;6731,10;
1408032;"Nieporęt (2)";5323,86;6166,07;6681,24;7665,80;
1408043;"Serock (3)";4562,14;5056,74;5120,87;5765,65;
1408052;"Wieliszew (2)";5563,13;5443,19;5978,33;6631,52;
1409012;"Chotcza (2)";4162,15;4396,46;4924,74;4957,51;
1409022;"Ciepielów (2)";4238,62;4644,73;4685,93;4883,54;
1409033;"Lipsko (3)";3544,18;3588,68;3635,40;4280,72;
1409042;"Rzeczniów (2)";3661,35;4246,36;4258,62;4644,60;
1409052;"Sienno (2)";3749,24;4326,68;4721,03;4939,65;
1409062;"Solec nad Wisłą (2)";3193,98;3534,10;3574,01;3880,19;
1410012;"Huszlew (2)";4428,03;4587,66;4572,66;5310,12;
1410023;"Łosice (3)";3546,94;3630,22;4121,01;5046,92;
1410032;"Olszanka (2)";3942,51;4193,96;4471,63;4861,84;
1410042;"Platerów (2)";3672,25;4378,28;5390,66;4774,10;
1410052;"Sarnaki (2)";4008,59;4396,89;4735,27;4962,56;
1410062;"Stara Kornica (2)";3793,32;3940,95;4443,25;4780,12;
1411011;"Maków Mazowiecki (1)";3705,13;4136,56;4908,87;5383,43;
1411022;"Czerwonka (2)";4267,83;4311,10;4655,05;5173,63;
1411032;"Karniewo (2)";3891,34;4233,31;4859,13;5025,75;
1411042;"Krasnosielc (2)";4391,66;4660,79;4843,15;5301,93;
1411052;"Młynarze (2)";4336,22;4851,02;4866,61;5499,31;
1411062;"Płoniawy-Bramura (2)";4017,56;4363,24;4457,19;5254,99;
1411073;"Różan (3)";6464,31;6660,16;6886,29;7285,04;
1411082;"Rzewnie (2)";4368,47;4645,23;4884,38;5207,06;
1411092;"Sypniewo (2)";4451,54;4511,11;4468,28;5027,53;
1411102;"Szelków (2)";3797,63;4164,67;5048,94;4936,24;
1412011;"Mińsk Mazowiecki (1)";3939,51;4245,91;4540,52;5289,26;
1412042;"Cegłów (2)";3524,47;3995,17;4530,73;5774,72;
1412052;"Dębe Wielkie (2)";3783,53;4260,77;4330,76;5006,05;
1412062;"Dobre (2)";3894,37;4784,64;5506,22;5503,30;
1412073;"Halinów (3)";4057,95;4315,98;5093,04;6235,50;
1412082;"Jakubów (2)";3956,36;4749,23;4868,51;5554,27;
1412093;"Kałuszyn (3)";4059,10;4292,26;4547,26;5217,29;
1412102;"Latowicz (2)";3955,21;4226,69;4689,97;5403,60;
1412112;"Mińsk Mazowiecki (2)";4150,09;3937,11;4510,77;5128,65;
1412123;"Mrozy (3)";3846,15;4216,71;4521,55;5670,48;
1412132;"Siennica (2)";4407,13;4580,35;4897,49;5352,83;
1412142;"Stanisławów (2)";4019,28;4401,85;4680,61;5442,64;
1412151;"Sulejówek (1)";4322,50;4496,44;6000,30;6463,27;
1413011;"Mława (1)";3817,60;4153,23;4642,47;5250,95;
1413022;"Dzierzgowo (2)";4196,97;4541,94;4914,86;5183,23;
1413032;"Lipowiec Kościelny (2)";3579,97;3837,17;4061,72;4452,95;
1413042;"Radzanów (2)";4622,29;4699,98;4581,18;5299,17;
1413052;"Strzegowo (2)";4372,51;4492,79;5227,15;6010,83;
1413062;"Stupsk (2)";3908,21;4722,74;4601,73;4595,14;
1413072;"Szreńsk (2)";3979,28;4452,87;4290,73;4948,76;
1413082;"Szydłowo (2)";3746,33;4066,85;4378,00;4592,46;
1413092;"Wieczfnia Kościelna (2)";4440,75;4679,43;4728,54;5331,58;
1413102;"Wiśniewo (2)";3778,14;4272,50;4521,69;5429,37;
1414011;"Nowy Dwór Mazowiecki (1)";4423,07;4637,17;4981,85;5892,33;
1414022;"Czosnów (2)";5543,94;5488,16;6109,78;6809,34;
1414032;"Leoncin (2)";3414,74;4598,23;5163,00;5434,11;
1414043;"Nasielsk (3)";3735,25;4091,29;4379,98;4990,92;
1414052;"Pomiechówek (2)";4617,10;5516,00;7619,77;7684,82;
1414063;"Zakroczym (3)";4562,32;5053,43;5518,77;5473,63;
1415012;"Baranowo (2)";4403,58;4387,12;4869,07;5572,35;
1415022;"Czarnia (2)";4242,89;4707,97;4959,86;5524,52;
1415032;"Czerwin (2)";3914,88;4626,82;4592,16;4904,58;
1415042;"Goworowo (2)";3995,02;4297,78;4758,14;4736,35;
1415052;"Kadzidło (2)";4108,26;4581,02;4416,58;5254,43;
1415062;"Lelis (2)";3988,85;4106,35;4731,22;4934,89;
1415072;"Łyse (2)";5164,07;5576,68;5782,60;5938,98;
1415083;"Myszyniec (3)";4602,00;5010,52;5388,49;5587,48;
1415092;"Olszewo-Borki (2)";4076,05;3976,62;4429,86;5737,41;
1415102;"Rzekuń (2)";3621,01;3843,73;3971,50;4475,31;
1415112;"Troszyn (2)";3826,94;4239,04;4469,07;6137,19;
1416011;"Ostrów Mazowiecka (1)";3472,47;3972,77;4172,84;4909,76;
1416022;"Andrzejewo (2)";3834,38;4430,41;4499,62;4864,30;
1416032;"Boguty-Pianki (2)";4683,95;4133,57;4137,03;4921,83;
1416043;"Brok (3)";4221,20;4632,84;4895,42;4846,15;
1416052;"Małkinia Górna (2)";3970,53;3984,78;4253,93;5078,41;
1416062;"Nur (2)";3820,10;4037,92;4192,87;4972,74;
1416072;"Ostrów Mazowiecka (2)";3974,21;4239,54;4727,16;4899,66;
1416082;"Stary Lubotyń (2)";4363,99;4816,33;5125,31;5219,88;
1416092;"Szulborze Wielkie (2)";3937,35;4514,06;4411,31;5575,83;
1416102;"Wąsewo (2)";4136,54;4616,77;4712,72;5225,38;
1416112;"Zaręby Kościelne (2)";4140,75;4414,98;5008,59;5407,14;
1417011;"Józefów (1)";5018,25;5275,58;6330,24;7021,90;
1417021;"Otwock (1)";3453,95;3790,99;4225,28;4984,46;
1417032;"Celestynów (2)";3581,54;3552,42;3973,73;5248,95;
1417043;"Karczew (3)";3987,93;4131,41;4846,02;5067,84;
1417052;"Kołbiel (2)";3767,63;4127,45;4470,46;5011,47;
1417062;"Osieck (2)";3631,36;4048,03;4882,64;5604,59;
1417072;"Sobienie-Jeziory (2)";3345,87;3657,88;4004,17;4365,10;
1417082;"Wiązowna (2)";5089,05;6310,58;7001,61;7966,46;
1418013;"Góra Kalwaria (3)";4151,02;4505,38;4884,05;5657,39;
1418023;"Konstancin-Jeziorna (3)";5901,72;6175,37;6748,87;7515,58;
1418032;"Lesznowola (2)";6779,97;7681,37;7844,06;8886,29;
1418043;"Piaseczno (3)";5142,01;5432,60;5876,55;6927,79;
1418052;"Prażmów (2)";3757,85;4045,05;4417,37;5103,25;
1418063;"Tarczyn (3)";4359,68;4813,47;5131,22;5648,61;
1419012;"Bielsk (2)";3935,71;3956,93;4207,11;4764,58;
1419022;"Bodzanów (2)";3769,23;4133,62;4864,03;5167,86;
1419032;"Brudzeń Duży (2)";3586,05;3727,88;3834,34;4275,82;
1419042;"Bulkowo (2)";3928,33;4340,39;4557,62;4841,06;
1419053;"Drobin (3)";4049,94;4542,71;4964,59;5465,89;
1419063;"Gąbin (3)";3922,43;4170,93;4660,59;4886,28;
1419072;"Łąck (2)";3637,72;3950,42;4030,79;4633,96;
1419082;"Mała Wieś (2)";3884,06;4190,85;4464,79;4938,50;
1419092;"Nowy Duninów (2)";3805,52;3927,18;4287,14;5156,78;
