"Kod";"Nazwa";"ogółem;2018;[osoba]";
2003011;"Bielsk Podlaski (1)";678;
2003021;"Brańsk (1)";91;
2003032;"Bielsk Podlaski (2)";152;
2003042;"Boćki (2)";87;
2003052;"Brańsk (2)";85;
2003062;"Orla (2)";79;
2003072;"Rudka (2)";55;
2003082;"Wyszki (2)";83;
2004011;"Grajewo (1)";1211;
2004022;"Grajewo (2)";243;
2004032;"Radziłów (2)";183;
2004043;"Rajgród (3)";263;
2004053;"Szczuczyn (3)";325;
2004062;"Wąsosz (2)";164;
2005011;"Hajnówka (1)";599;
2005022;"Białowieża (2)";82;
2005032;"Czeremcha (2)";122;
2005042;"Czyże (2)";39;
2005052;"Dubicze Cerkiewne (2)";39;
2005062;"Hajnówka (2)";94;
2005073;"Kleszczele (3)";80;
2005082;"Narew (2)";138;
2005092;"Narewka (2)";104;
2006011;"Kolno (1)";659;
2006022;"Grabowo (2)";171;
2006032;"Kolno (2)";482;
2006042;"Mały Płock (2)";297;
2006053;"Stawiski (3)";309;
2006062;"Turośl (2)";371;
2007013;"Jedwabne (3)";129;
2007022;"Łomża (2)";310;
2007032;"Miastkowo (2)";134;
2007043;"Nowogród (3)";116;
2007052;"Piątnica (2)";268;
2007062;"Przytuły (2)";32;
2007072;"Śniadowo (2)";109;
2007082;"Wizna (2)";117;
2007092;"Zbójna (2)";146;
2008013;"Goniądz (3)";145;
2008022;"Jasionówka (2)";76;
2008032;"Jaświły (2)";87;
2008043;"Knyszyn (3)";173;
2008052;"Krypno (2)";127;
2008063;"Mońki (3)";417;
2008072;"Trzcianne (2)";112;
2009011;"Sejny (1)";352;
2009022;"Giby (2)";168;
2009032;"Krasnopol (2)";182;
2009042;"Puńsk (2)";180;
2009052;"Sejny (2)";208;
2010011;"Siemiatycze (1)";411;
2010023;"Drohiczyn (3)";141;
2010032;"Dziadkowice (2)";64;
2010042;"Grodzisk (2)";70;
2010052;"Mielnik (2)";50;
2010062;"Milejczyce (2)";67;
2010072;"Nurzec-Stacja (2)";191;
2010082;"Perlejewo (2)";49;
2010092;"Siemiatycze (2)";146;
2011013;"Dąbrowa Białostocka (3)";561;
2011022;"Janów (2)";109;
2011032;"Korycin (2)";83;
2011043;"Krynki (3)";228;
2011052;"Kuźnica (2)";221;
2011062;"Nowy Dwór (2)";145;
2011072;"Sidra (2)";128;
2011083;"Sokółka (3)";1139;
2011093;"Suchowola (3)";278;
2011102;"Szudziałowo (2)";153;
2012012;"Bakałarzewo (2)";46;
2012022;"Filipów (2)";99;
2012032;"Jeleniewo (2)";34;
2012042;"Przerośl (2)";47;
2012052;"Raczki (2)";78;
2012062;"Rutka-Tartak (2)";25;
2012072;"Suwałki (2)";142;
2012082;"Szypliszki (2)";59;
2012092;"Wiżajny (2)";44;
2013011;"Wysokie Mazowieckie (1)";260;
2013023;"Ciechanowiec (3)";271;
2013033;"Czyżew (3)";178;
2013042;"Klukowo (2)";133;
2013052;"Kobylin-Borzymy (2)";37;
2013062;"Kulesze Kościelne (2)";61;
2013072;"Nowe Piekuty (2)";69;
2013082;"Sokoły (2)";172;
2013093;"Szepietowo (3)";255;
2013102;"Wysokie Mazowieckie (2)";131;
2014011;"Zambrów (1)";876;
2014022;"Kołaki Kościelne (2)";33;
2014032;"Rutki (2)";158;
2014042;"Szumowo (2)";78;
2014052;"Zambrów (2)";212;
2061011;"Białystok (1)";8001;
2062011;"Łomża (1)";2062;
2063011;"Suwałki (1)";1542;
2201012;"Borzytuchom (2)";118;
2201023;"Bytów (3)";664;
2201032;"Czarna Dąbrówka (2)";236;
2201042;"Kołczygłowy (2)";152;
2201052;"Lipnica (2)";156;
2201063;"Miastko (3)";1056;
2201072;"Parchowo (2)";104;
2201082;"Studzienice (2)";87;
2201092;"Trzebielino (2)";216;
2201102;"Tuchomie (2)";118;
2202011;"Chojnice (1)";952;
2202023;"Brusy (3)";556;
2202032;"Chojnice (2)";674;
2202043;"Czersk (3)";937;
2202052;"Konarzyny (2)";94;
2203011;"Człuchów (1)";385;
2203023;"Czarne (3)";307;
2203032;"Człuchów (2)";381;
2203043;"Debrzno (3)";366;
2203052;"Koczała (2)";136;
2203062;"Przechlewo (2)";171;
2203072;"Rzeczenica (2)";137;
2204011;"Pruszcz Gdański (1)";414;
2204022;"Cedry Wielkie (2)";147;
2204032;"Kolbudy (2)";207;
2204042;"Pruszcz Gdański (2)";423;
2204052;"Przywidz (2)";114;
2204062;"Pszczółki (2)";122;
2204072;"Suchy Dąb (2)";94;
2204082;"Trąbki Wielkie (2)";197;
2205012;"Chmielno (2)";103;
2205023;"Kartuzy (3)";384;
2205032;"Przodkowo (2)";100;
2205042;"Sierakowice (2)";205;
2205052;"Somonino (2)";140;
2205062;"Stężyca (2)";133;
2205072;"Sulęczyno (2)";78;
2205083;"Żukowo (3)";347;
2206011;"Kościerzyna (1)";665;
2206022;"Dziemiany (2)";94;
2206032;"Karsin (2)";164;
2206042;"Kościerzyna (2)";379;
2206052;"Liniewo (2)";129;
2206062;"Lipusz (2)";82;
2206072;"Nowa Karczma (2)";177;
2206082;"Stara Kiszewa (2)";139;
2207011;"Kwidzyn (1)";627;
2207022;"Gardeja (2)";183;
2207032;"Kwidzyn (2)";292;
2207043;"Prabuty (3)";342;
2207052;"Ryjewo (2)";164;
2207062;"Sadlinki (2)";112;
2208011;"Lębork (1)";934;
2208021;"Łeba (1)";128;
2208032;"Cewice (2)";207;
2208042;"Nowa Wieś Lęborska (2)";377;
2208052;"Wicko (2)";253;
2209011;"Malbork (1)";1235;
2209032;"Lichnowy (2)";178;
2209042;"Malbork (2)";159;
2209062;"Miłoradz (2)";112;
2209073;"Nowy Staw (3)";328;
2209082;"Stare Pole (2)";191;
2210011;"Krynica Morska (1)";61;
2210023;"Nowy Dwór Gdański (3)";761;
2210032;"Ostaszewo (2)";125;
2210042;"Stegna (2)";391;
2210052;"Sztutowo (2)";162;
2211011;"Hel (1)";100;
2211023;"Jastarnia (3)";135;
2211031;"Puck (1)";281;
2211043;"Władysławowo (3)";424;
2211052;"Kosakowo (2)";235;
2211062;"Krokowa (2)";262;
2211072;"Puck (2)";513;
2212011;"Ustka (1)";249;
2212022;"Damnica (2)";122;
2212032;"Dębnica Kaszubska (2)";399;
2212042;"Główczyce (2)";166;
2212053;"Kępice (3)";409;
2212062;"Kobylnica (2)";181;
2212072;"Potęgowo (2)";211;
2212082;"Słupsk (2)";330;
2212092;"Smołdzino (2)";74;
2212102;"Ustka (2)";148;
2213013;"Czarna Woda (3)";74;
2213021;"Skórcz (1)";94;
2213031;"Starogard Gdański (1)";741;
2213042;"Bobowo (2)";74;
2213052;"Kaliska (2)";107;
2213062;"Lubichowo (2)";187;
2213072;"Osieczna (2)";111;
2213082;"Osiek (2)";65;
2213093;"Skarszewy (3)";271;
2213102;"Skórcz (2)";131;
2213112;"Smętowo Graniczne (2)";148;
2213122;"Starogard Gdański (2)";275;
2213132;"Zblewo (2)";230;
2214011;"Tczew (1)";1369;
2214023;"Gniew (3)";415;
2214032;"Morzeszczyn (2)";123;
2214043;"Pelplin (3)";408;
2214052;"Subkowy (2)";151;
2214062;"Tczew (2)";349;
2215011;"Reda (1)";437;
2215021;"Rumia (1)";700;
2215031;"Wejherowo (1)";1025;
2215042;"Choczewo (2)";192;
2215052;"Gniewino (2)";206;
2215062;"Linia (2)";111;
2215072;"Luzino (2)";299;
2215082;"Łęczyce (2)";251;
2215092;"Szemud (2)";252;
2215102;"Wejherowo (2)";526;
2216013;"Dzierzgoń (3)";388;
2216022;"Mikołajki Pomorskie (2)";84;
2216032;"Stary Dzierzgoń (2)";138;
2216042;"Stary Targ (2)";174;
2216053;"Sztum (3)";329;
2261011;"Gdańsk (1)";6552;
2262011;"Gdynia (1)";2779;
2263011;"Słupsk (1)";1369;
2264011;"Sopot (1)";346;
2401011;"Będzin (1)";1586;
2401021;"Czeladź (1)";872;
2401031;"Wojkowice (1)";204;
2401042;"Bobrowniki (2)";211;
2401052;"Mierzęcice (2)";148;
2401062;"Psary (2)";261;
2401073;"Siewierz (3)";276;
2401081;"Sławków (1)";155;
2402011;"Szczyrk (1)";78;
2402022;"Bestwina (2)";133;
2402032;"Buczkowice (2)";156;
2402043;"Czechowice-Dziedzice (3)";647;
2402052;"Jasienica (2)";198;
2402062;"Jaworze (2)";80;
2402072;"Kozy (2)";120;
2402082;"Porąbka (2)";202;
2402093;"Wilamowice (3)";157;
2402102;"Wilkowice (2)";171;
2403011;"Cieszyn (1)";662;
2403021;"Ustroń (1)";314;
2403031;"Wisła (1)";270;
2403042;"Brenna (2)";233;
2403052;"Chybie (2)";152;
2403062;"Dębowiec (2)";83;
2403072;"Goleszów (2)";266;
2403082;"Hażlach (2)";207;
2403092;"Istebna (2)";304;
2403103;"Skoczów (3)";457;
2403113;"Strumień (3)";192;
2403122;"Zebrzydowice (2)";190;
2404013;"Blachownia (3)";247;
2404022;"Dąbrowa Zielona (2)";209;
2404032;"Janów (2)";142;
2404042;"Kamienica Polska (2)";101;
2404052;"Kłomnice (2)";206;
2404063;"Koniecpol (3)";574;
2404072;"Konopiska (2)";210;
2404082;"Kruszyna (2)";93;
2404092;"Lelów (2)";227;
2404102;"Mstów (2)";147;
2404112;"Mykanów (2)";237;
2404122;"Olsztyn (2)";148;
2404132;"Poczesna (2)";214;
2404142;"Przyrów (2)";161;
2404152;"Rędziny (2)";167;
2404162;"Starcza (2)";40;
2405011;"Knurów (1)";552;
2405021;"Pyskowice (1)";351;
2405032;"Gierałtowice (2)";101;
2405042;"Pilchowice (2)";179;
2405052;"Rudziniec (2)";232;
2405063;"Sośnicowice (3)";130;
2405073;"Toszek (3)";158;
2405082;"Wielowieś (2)";115;
2406013;"Kłobuck (3)";671;
2406023;"Krzepice (3)";219;
2406032;"Lipie (2)";142;
2406042;"Miedźno (2)";260;
2406052;"Opatów (2)";169;
2406062;"Panki (2)";131;
2406072;"Popów (2)";132;
2406082;"Przystajń (2)";162;
2406092;"Wręczyca Wielka (2)";562;
2407011;"Lubliniec (1)";499;
2407022;"Boronów (2)";76;
2407032;"Ciasna (2)";160;
2407042;"Herby (2)";182;
2407052;"Kochanowice (2)";156;
2407062;"Koszęcin (2)";269;
2407072;"Pawonków (2)";133;
2407083;"Woźniki (3)";211;
2408011;"Łaziska Górne (1)";313;
2408021;"Mikołów (1)";536;
2408031;"Orzesze (1)";290;
2408042;"Ornontowice (2)";61;
2408052;"Wyry (2)";90;
2409011;"Myszków (1)";719;
2409023;"Koziegłowy (3)";269;
2409032;"Niegowa (2)";162;
2409042;"Poraj (2)";194;
2409053;"Żarki (3)";245;
2410012;"Goczałkowice-Zdrój (2)";88;
2410022;"Kobiór (2)";66;
2410032;"Miedźna (2)";198;
2410042;"Pawłowice (2)";140;
2410053;"Pszczyna (3)";806;
2410062;"Suszec (2)";102;
2411011;"Racibórz (1)";898;
2411022;"Kornowac (2)";50;
2411033;"Krzanowice (3)";73;
2411042;"Krzyżanowice (2)";163;
2411053;"Kuźnia Raciborska (3)";223;
2411062;"Nędza (2)";108;
2411072;"Pietrowice Wielkie (2)";64;
2411082;"Rudnik (2)";78;
2412013;"Czerwionka-Leszczyny (3)";649;
2412022;"Gaszowice (2)";103;
2412032;"Jejkowice (2)";49;
2412042;"Lyski (2)";89;
2412052;"Świerklany (2)";121;
2413011;"Kalety (1)";241;
2413021;"Miasteczko Śląskie (1)";175;
2413031;"Radzionków (1)";301;
2413041;"Tarnowskie Góry (1)";1254;
2413052;"Krupski Młyn (2)";51;
2413062;"Ożarowice (2)";112;
2413072;"Świerklaniec (2)";210;
2413082;"Tworóg (2)";168;
2413092;"Zbrosławice (2)";292;
2414011;"Bieruń (1)";192;
2414021;"Imielin (1)";76;
2414031;"Lędziny (1)";182;
2414042;"Bojszowy (2)";52;
2414052;"Chełm Śląski (2)";57;
2415011;"Pszów (1)";205;
2415021;"Radlin (1)";282;
2415031;"Rydułtowy (1)";379;
2415041;"Wodzisław Śląski (1)";762;
2415052;"Godów (2)";167;
2415062;"Gorzyce (2)";252;
2415072;"Lubomia (2)";99;
2415082;"Marklowice (2)";58;
2415092;"Mszana (2)";85;
2416011;"Poręba (1)";219;
2416021;"Zawiercie (1)";1378;
2416032;"Irządze (2)";48;
2416042;"Kroczyce (2)";190;
2416053;"Łazy (3)";402;
2416063;"Ogrodzieniec (3)";221;
2416073;"Pilica (3)";133;
2416083;"Szczekociny (3)";200;
2416092;"Włodowice (2)";180;
2416102;"Żarnowiec (2)";60;
2417011;"Żywiec (1)";648;
2417022;"Czernichów (2)";140;
2417032;"Gilowice (2)";126;
2417042;"Jeleśnia (2)";332;
2417052;"Koszarawa (2)";48;
2417062;"Lipowa (2)";219;
2417072;"Łękawica (2)";113;
2417082;"Łodygowice (2)";310;
2417092;"Milówka (2)";221;
2417102;"Radziechowy-Wieprz (2)";307;
2417112;"Rajcza (2)";310;
2417122;"Ślemień (2)";84;
2417132;"Świnna (2)";162;
2417142;"Ujsoły (2)";158;
2417152;"Węgierska Górka (2)";461;
2461011;"Bielsko-Biała (1)";2058;
2462011;"Bytom (1)";4406;
2463011;"Chorzów (1)";1878;
2464011;"Częstochowa (1)";4060;
2465011;"Dąbrowa Górnicza (1)";2878;
2466011;"Gliwice (1)";3371;
2467011;"Jastrzębie-Zdrój (1)";1487;
2468011;"Jaworzno (1)";1315;
2469011;"Katowice (1)";3579;
2470011;"Mysłowice (1)";1400;
2471011;"Piekary Śląskie (1)";1097;
2472011;"Ruda Śląska (1)";1275;
2473011;"Rybnik (1)";1936;
2474011;"Siemianowice Śląskie (1)";1145;
2475011;"Sosnowiec (1)";4611;
2476011;"Świętochłowice (1)";879;
2477011;"Tychy (1)";1594;
2478011;"Zabrze (1)";3110;
2479011;"Żory (1)";671;
2601013;"Busko-Zdrój (3)";673;
2601022;"Gnojno (2)";101;
2601032;"Nowy Korczyn (2)";90;
2601042;"Pacanów (2)";112;
2601052;"Solec-Zdrój (2)";83;
2601063;"Stopnica (3)";164;
2601072;"Tuczępy (2)";68;
2601083;"Wiślica (3)";99;
2602012;"Imielno (2)";131;
2602023;"Jędrzejów (3)";865;
2602033;"Małogoszcz (3)";353;
2602042;"Nagłowice (2)";137;
2602052;"Oksa (2)";123;
2602063;"Sędziszów (3)";353;
2602072;"Słupia (2)";91;
2602082;"Sobków (2)";220;
2602092;"Wodzisław (2)";198;
2603012;"Bejsce (2)";119;
2603022;"Czarnocin (2)";124;
2603033;"Kazimierza Wielka (3)";674;
2603042;"Opatowiec (2)";85;
2603053;"Skalbmierz (3)";220;
2604012;"Bieliny (2)";412;
2604023;"Bodzentyn (3)";706;
2604033;"Chęciny (3)";512;
2604043;"Chmielnik (3)";454;
2604053;"Daleszyce (3)";654;
2604062;"Górno (2)";388;
2604073;"Łagów (3)";284;
2604082;"Łopuszno (2)";441;
2604092;"Masłów (2)";390;
2604102;"Miedziana Góra (2)";310;
2604112;"Mniów (2)";481;
2604123;"Morawica (3)";343;
2604132;"Nowa Słupia (2)";483;
2604142;"Piekoszów (2)";523;
2604152;"Pierzchnica (2)";187;
2604162;"Raków (2)";220;
2604172;"Nowiny (2)";204;
2604182;"Strawczyn (2)";492;
2604192;"Zagnańsk (2)";473;
2605012;"Fałków (2)";149;
2605022;"Gowarczów (2)";220;
2605033;"Końskie (3)";1322;
2605043;"Radoszyce (3)";390;
2605052;"Ruda Maleniecka (2)";147;
2605062;"Słupia Konecka (2)";66;
2605072;"Smyków (2)";172;
2605083;"Stąporków (3)";939;
2606012;"Baćkowice (2)";237;
2606022;"Iwaniska (2)";532;
2606032;"Lipnik (2)";360;
2606043;"Opatów (3)";668;
2606053;"Ożarów (3)";598;
2606062;"Sadowie (2)";199;
2606072;"Tarłów (2)";330;
2606082;"Wojciechowice (2)";215;
2607011;"Ostrowiec Świętokrzyski (1)";2516;
2607022;"Bałtów (2)";147;
2607032;"Bodzechów (2)";615;
2607043;"Ćmielów (3)";343;
2607053;"Kunów (3)";477;
2607062;"Waśniów (2)";213;
2608013;"Działoszyce (3)";144;
2608022;"Kije (2)";141;
2608032;"Michałów (2)";93;
2608043;"Pińczów (3)";641;
2608052;"Złota (2)";108;
2609011;"Sandomierz (1)";743;
2609022;"Dwikozy (2)";309;
2609032;"Klimontów (2)";305;
2609043;"Koprzywnica (3)";228;
2609052;"Łoniów (2)";200;
2609062;"Obrazów (2)";205;
2609072;"Samborzec (2)";202;
2609082;"Wilczyce (2)";126;
2609093;"Zawichost (3)";153;
2610011;"Skarżysko-Kamienna (1)";2096;
2610022;"Bliżyn (2)";614;
2610032;"Łączna (2)";266;
2610042;"Skarżysko Kościelne (2)";363;
2610053;"Suchedniów (3)";562;
2611011;"Starachowice (1)";1715;
2611022;"Brody (2)";446;
2611032;"Mirzec (2)";251;
2611042;"Pawłów (2)";414;
2611053;"Wąchock (3)";309;
2612012;"Bogoria (2)";289;
2612022;"Łubnice (2)";82;
2612032;"Oleśnica (2)";134;
2612043;"Osiek (3)";274;
2612053;"Połaniec (3)";347;
2612062;"Rytwiany (2)";213;
2612073;"Staszów (3)";804;
2612082;"Szydłów (2)";122;
2613012;"Kluczewsko (2)";160;
2613022;"Krasocin (2)";341;
2613032;"Moskorzew (2)";80;
2613042;"Radków (2)";75;
2613052;"Secemin (2)";118;
2613063;"Włoszczowa (3)";526;
2661011;"Kielce (1)";6024;
2801011;"Bartoszyce (1)";1135;
2801021;"Górowo Iławeckie (1)";250;
2801032;"Bartoszyce (2)";822;
2801043;"Bisztynek (3)";442;
2801052;"Górowo Iławeckie (2)";678;
2801063;"Sępopol (3)";522;
2802011;"Braniewo (1)";783;
2802022;"Braniewo (2)";548;
2802033;"Frombork (3)";237;
2802042;"Lelkowo (2)";337;
2802053;"Pieniężno (3)";523;
2802062;"Płoskinia (2)";179;
2802072;"Wilczęta (2)";256;
2803011;"Działdowo (1)";846;
2803022;"Działdowo (2)";659;
2803032;"Iłowo-Osada (2)";435;
2803043;"Lidzbark (3)";981;
2803052;"Płośnica (2)";339;
2803062;"Rybno (2)";405;
2804012;"Elbląg (2)";327;
2804022;"Godkowo (2)";203;
2804032;"Gronowo Elbląskie (2)";219;
2804042;"Markusy (2)";226;
2804052;"Milejewo (2)";139;
2804063;"Młynary (3)";229;
2804073;"Pasłęk (3)";1189;
2804082;"Rychliki (2)";305;
2804093;"Tolkmicko (3)";346;
2805011;"Ełk (1)";2186;
2805022;"Ełk (2)";918;
2805032;"Kalinowo (2)";346;
2805042;"Prostki (2)";371;
2805052;"Stare Juchy (2)";191;
2806011;"Giżycko (1)";749;
2806042;"Giżycko (2)";252;
2806052;"Kruklanki (2)";90;
2806062;"Miłki (2)";118;
2806083;"Ryn (3)";171;
2806102;"Wydminy (2)";197;
2807011;"Iława (1)";538;
2807021;"Lubawa (1)";177;
2807032;"Iława (2)";231;
2807043;"Kisielice (3)";127;
2807052;"Lubawa (2)";115;
2807063;"Susz (3)";353;
2807073;"Zalewo (3)";158;
2808011;"Kętrzyn (1)";1092;
2808022;"Barciany (2)";421;
2808032;"Kętrzyn (2)";562;
2808043;"Korsze (3)";737;
2808053;"Reszel (3)";414;
2808062;"Srokowo (2)";245;
2809011;"Lidzbark Warmiński (1)";564;
2809022;"Kiwity (2)";154;
2809032;"Lidzbark Warmiński (2)";312;
2809042;"Lubomino (2)";216;
2809053;"Orneta (3)";724;
2810011;"Mrągowo (1)";752;
2810023;"Mikołajki (3)";452;
2810032;"Mrągowo (2)";277;
2810042;"Piecki (2)";260;
2810052;"Sorkwity (2)";232;
2811012;"Janowiec Kościelny (2)";56;
2811022;"Janowo (2)";57;
2811032;"Kozłowo (2)";236;
2811043;"Nidzica (3)";530;
2812011;"Nowe Miasto Lubawskie (1)";326;
2812022;"Biskupiec (2)";344;
2812032;"Grodziczno (2)";172;
2812042;"Kurzętnik (2)";219;
2812052;"Nowe Miasto Lubawskie (2)";234;
2813032;"Kowale Oleckie (2)";311;
2813043;"Olecko (3)";862;
2813052;"Świętajno (2)";265;
2813062;"Wieliczki (2)";134;
2814013;"Barczewo (3)";582;
2814023;"Biskupiec (3)";765;
2814033;"Dobre Miasto (3)";725;
2814042;"Dywity (2)";234;
2814052;"Gietrzwałd (2)";149;
2814063;"Jeziorany (3)";439;
2814072;"Jonkowo (2)";195;
2814082;"Kolno (2)";162;
2814093;"Olsztynek (3)";393;
2814102;"Purda (2)";249;
2814112;"Stawiguda (2)";187;
2814122;"Świątki (2)";150;
2815011;"Ostróda (1)";910;
2815022;"Dąbrówno (2)";236;
2815032;"Grunwald (2)";321;
2815042;"Łukta (2)";199;
2815052;"Małdyty (2)";286;
2815063;"Miłakowo (3)";332;
2815073;"Miłomłyn (3)";194;
2815083;"Morąg (3)";1139;
2815092;"Ostróda (2)";538;
2816013;"Biała Piska (3)";521;
2816023;"Orzysz (3)";309;
2816033;"Pisz (3)";854;
2816043;"Ruciane-Nida (3)";335;
2817011;"Szczytno (1)";659;
2817022;"Dźwierzuty (2)";246;
2817032;"Jedwabno (2)";147;
2817043;"Pasym (3)";131;
2817052;"Rozogi (2)";149;
2817062;"Szczytno (2)";353;
2817072;"Świętajno (2)";208;
2817082;"Wielbark (2)";223;
2818012;"Banie Mazurskie (2)";166;
2818022;"Dubeninki (2)";118;
2818033;"Gołdap (3)";656;
2819012;"Budry (2)";224;
2819022;"Pozezdrze (2)";165;
2819033;"Węgorzewo (3)";839;
2861011;"Elbląg (1)";3358;
2862011;"Olsztyn (1)";3087;
3001011;"Chodzież (1)";414;
3001022;"Budzyń (2)";220;
3001032;"Chodzież (2)";168;
3001043;"Margonin (3)";254;
3001053;"Szamocin (3)";270;
3002011;"Czarnków (1)";112;
3002022;"Czarnków (2)";86;
3002032;"Drawsko (2)";190;
3002043;"Krzyż Wielkopolski (3)";250;
3002052;"Lubasz (2)";67;
3002062;"Połajewo (2)";65;
3002073;"Trzcianka (3)";382;
3002083;"Wieleń (3)";283;
3003011;"Gniezno (1)";1196;
3003023;"Czerniejewo (3)";102;
3003032;"Gniezno (2)";147;
3003042;"Kiszkowo (2)";64;
3003053;"Kłecko (3)";110;
3003062;"Łubowo (2)";75;
3003072;"Mieleszyn (2)";77;
3003082;"Niechanowo (2)";89;
3003093;"Trzemeszno (3)";211;
3003103;"Witkowo (3)";286;
3004013;"Borek Wielkopolski (3)";165;
3004023;"Gostyń (3)";763;
3004033;"Krobia (3)";285;
3004042;"Pępowo (2)";135;
3004052;"Piaski (2)";189;
3004063;"Pogorzela (3)";112;
3004073;"Poniec (3)";167;
3005012;"Granowo (2)";90;
3005023;"Grodzisk Wielkopolski (3)";409;
3005032;"Kamieniec (2)";115;
3005043;"Rakoniewice (3)";236;
3005053;"Wielichowo (3)";93;
3006013;"Jaraczewo (3)";130;
3006023;"Jarocin (3)";629;
3006032;"Kotlin (2)";116;
3006043;"Żerków (3)";157;
3007012;"Blizanów (2)";91;
3007022;"Brzeziny (2)";65;
3007032;"Ceków-Kolonia (2)";39;
3007042;"Godziesze Wielkie (2)";92;
3007052;"Koźminek (2)";55;
3007062;"Lisków (2)";45;
3007072;"Mycielin (2)";38;
3007083;"Opatówek (3)";78;
3007093;"Stawiszyn (3)";92;
3007102;"Szczytniki (2)";70;
3007112;"Żelazków (2)";77;
3008012;"Baranów (2)";67;
3008022;"Bralin (2)";47;
3008033;"Kępno (3)";313;
3008042;"Łęka Opatowska (2)";34;
3008052;"Perzów (2)";45;
3008062;"Rychtal (2)";35;
3008072;"Trzcinica (2)";44;
3009011;"Koło (1)";411;
3009022;"Babiak (2)";96;
3009032;"Chodów (2)";49;
3009043;"Dąbie (3)";108;
3009052;"Grzegorzew (2)";86;
3009063;"Kłodawa (3)";190;
3009072;"Koło (2)";117;
3009082;"Kościelec (2)";102;
3009092;"Olszówka (2)";67;
3009102;"Osiek Mały (2)";104;
3009113;"Przedecz (3)";83;
3010013;"Golina (3)";414;
3010022;"Grodziec (2)";103;
3010032;"Kazimierz Biskupi (2)";369;
3010043;"Kleczew (3)";272;
3010052;"Kramsk (2)";403;
3010062;"Krzymów (2)";248;
3010073;"Rychwał (3)";213;
3010082;"Rzgów (2)";186;
3010092;"Skulsk (2)";172;
3010103;"Sompolno (3)";342;
3010112;"Stare Miasto (2)";256;
3010123;"Ślesin (3)";455;
3010132;"Wierzbinek (2)";258;
3010142;"Wilczyn (2)";244;
3011011;"Kościan (1)";275;
3011023;"Czempiń (3)";118;
3011032;"Kościan (2)";177;
3011043;"Krzywiń (3)";143;
3011053;"Śmigiel (3)";177;
3012011;"Sulmierzyce (1)";43;
3012023;"Kobylin (3)";118;
3012033;"Koźmin Wielkopolski (3)";169;
3012043;"Krotoszyn (3)";664;
3012052;"Rozdrażew (2)";43;
3012063;"Zduny (3)";124;
3013012;"Krzemieniewo (2)";115;
3013022;"Lipno (2)";107;
3013033;"Osieczna (3)";104;
3013043;"Rydzyna (3)";109;
3013052;"Święciechowa (2)";103;
3013062;"Wijewo (2)";44;
3013072;"Włoszakowice (2)";111;
3014012;"Chrzypsko Wielkie (2)";51;
3014022;"Kwilcz (2)";123;
3014033;"Międzychód (3)";268;
3014043;"Sieraków (3)";133;
3015012;"Kuślin (2)";58;
3015023;"Lwówek (3)";102;
3015032;"Miedzichowo (2)";49;
3015043;"Nowy Tomyśl (3)";244;
3015053;"Opalenica (3)";125;
3015063;"Zbąszyń (3)";110;
3016013;"Oborniki (3)";427;
3016023;"Rogoźno (3)";259;
3016032;"Ryczywół (2)";80;
3017011;"Ostrów Wielkopolski (1)";977;
3017023;"Nowe Skalmierzyce (3)";126;
3017033;"Odolanów (3)";200;
3017042;"Ostrów Wielkopolski (2)";250;
3017052;"Przygodzice (2)";138;
3017063;"Raszków (3)";103;
3017072;"Sieroszewice (2)";112;
3017082;"Sośnie (2)";104;
3018012;"Czajków (2)";35;
3018022;"Doruchów (2)";92;
3018033;"Grabów nad Prosną (3)";100;
3018042;"Kobyla Góra (2)";129;
3018052;"Kraszewice (2)";49;
3018063;"Mikstat (3)";81;
3018073;"Ostrzeszów (3)";581;
3019011;"Piła (1)";1261;
3019022;"Białośliwie (2)";75;
3019032;"Kaczory (2)";126;
3019043;"Łobżenica (3)";209;
3019052;"Miasteczko Krajeńskie (2)";36;
3019062;"Szydłowo (2)";169;
3019073;"Ujście (3)";121;
3019083;"Wyrzysk (3)";299;
3019093;"Wysoka (3)";133;
3020013;"Chocz (3)";93;
3020022;"Czermin (2)";62;
3020033;"Dobrzyca (3)";107;
3020042;"Gizałki (2)";75;
3020052;"Gołuchów (2)";104;
3020063;"Pleszew (3)";454;
3021011;"Luboń (1)";214;
3021021;"Puszczykowo (1)";94;
3021033;"Buk (3)";121;
3021042;"Czerwonak (2)";178;
3021052;"Dopiewo (2)";131;
3021062;"Kleszczewo (2)";38;
3021072;"Komorniki (2)";174;
3021083;"Kostrzyn (3)";160;
3021093;"Kórnik (3)";171;
3021103;"Mosina (3)";209;
3021113;"Murowana Goślina (3)";123;
3021123;"Pobiedziska (3)";161;
3021132;"Rokietnica (2)";90;
3021143;"Stęszew (3)";132;
3021152;"Suchy Las (2)";84;
3021163;"Swarzędz (3)";344;
3021172;"Tarnowo Podgórne (2)";196;
3022013;"Bojanowo (3)";188;
3022023;"Jutrosin (3)";82;
3022033;"Miejska Górka (3)";137;
3022042;"Pakosław (2)";68;
3022053;"Rawicz (3)";555;
3023011;"Słupca (1)";428;
3023022;"Lądek (2)";145;
3023032;"Orchowo (2)";155;
3023042;"Ostrowite (2)";180;
3023052;"Powidz (2)";62;
3023062;"Słupca (2)";285;
3023072;"Strzałkowo (2)";259;
3023083;"Zagórów (3)";239;
3024011;"Obrzycko (1)";43;
3024022;"Duszniki (2)";116;
3024032;"Kaźmierz (2)";96;
3024042;"Obrzycko (2)";81;
