"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2019;[zł]";
1017082;"Skomlin (2)";3915,46;4432,11;4128,08;4482,10;
1017093;"Wieluń (3)";3482,10;3915,50;4004,86;4745,61;
1017102;"Wierzchlas (2)";3648,49;3854,44;4611,66;6786,15;
1018012;"Bolesławiec (2)";3458,64;3784,35;4418,91;4673,03;
1018022;"Czastary (2)";3602,91;4291,50;4607,20;4426,97;
1018032;"Galewice (2)";3655,57;4420,87;4367,28;6075,25;
1018042;"Lututów (2)";3384,38;3690,28;4514,53;5563,99;
1018052;"Łubnice (2)";3623,42;4413,27;4490,48;5344,85;
1018062;"Sokolniki (2)";4157,00;4392,81;4968,41;7034,80;
1018073;"Wieruszów (3)";4116,62;4315,63;4689,03;5480,31;
1019011;"Zduńska Wola (1)";3083,68;3642,86;4122,33;4390,81;
1019023;"Szadek (3)";3268,68;3672,42;3984,05;4595,32;
1019032;"Zapolice (2)";3163,98;3952,61;4408,62;5714,48;
1019042;"Zduńska Wola (2)";3459,18;3714,54;4605,10;4858,84;
1020011;"Głowno (1)";3019,60;3464,69;3818,63;3999,80;
1020021;"Ozorków (1)";3368,38;3838,73;4028,94;5047,19;
1020031;"Zgierz (1)";3336,71;3613,78;4503,29;4566,55;
1020043;"Aleksandrów Łódzki (3)";3638,88;3652,54;4333,45;5172,25;
1020052;"Głowno (2)";3451,06;3972,12;3874,50;4384,63;
1020062;"Ozorków (2)";3762,22;4115,46;4464,37;4905,47;
1020072;"Parzęczew (2)";4366,04;4773,94;5473,21;5517,33;
1020083;"Stryków (3)";5558,12;6278,70;6271,93;7517,18;
1020092;"Zgierz (2)";3620,48;4212,06;4193,46;4925,88;
1021011;"Brzeziny (1)";3394,46;3783,64;4140,06;4682,39;
1021022;"Brzeziny (2)";3532,10;3835,70;5244,39;4364,65;
1021032;"Dmosin (2)";3696,05;4066,13;4635,16;5533,34;
1021042;"Jeżów (2)";3617,44;4018,26;4214,25;5242,34;
1021052;"Rogów (2)";3132,29;4173,62;5513,17;4993,35;
1061011;"Łódź (1)";5496,58;5681,41;5848,77;6870,03;
1062011;"Piotrków Trybunalski (1)";5282,97;5584,13;6368,35;6634,39;
1063011;"Skierniewice (1)";4884,28;5517,11;6157,07;6549,53;
1201011;"Bochnia (1)";3716,61;4367,94;4709,25;5338,56;
1201022;"Bochnia (2)";3477,64;3914,71;4693,82;5074,89;
1201032;"Drwinia (2)";3977,43;4609,45;5247,40;6779,19;
1201042;"Lipnica Murowana (2)";3757,69;4197,90;4864,61;5538,88;
1201052;"Łapanów (2)";4610,11;5048,44;4944,90;6105,07;
1201063;"Nowy Wiśnicz (3)";3683,34;4136,94;5142,55;5336,55;
1201072;"Rzezawa (2)";3657,73;4176,97;4588,74;5406,84;
1201082;"Trzciana (2)";4018,17;4606,08;5840,65;6387,48;
1201092;"Żegocina (2)";4274,40;5078,06;6538,87;6179,74;
1202012;"Borzęcin (2)";3387,12;4256,02;4137,45;5565,28;
1202023;"Brzesko (3)";3365,75;3609,51;3883,93;4560,82;
1202033;"Czchów (3)";4259,45;4625,83;5587,00;5800,04;
1202042;"Dębno (2)";3268,49;3620,05;4222,23;4768,63;
1202052;"Gnojnik (2)";3624,19;4256,87;5310,63;7337,75;
1202062;"Iwkowa (2)";4132,79;4299,56;6345,50;7501,90;
1202072;"Szczurowa (2)";3198,80;3736,88;4890,96;5321,19;
1203013;"Alwernia (3)";2910,85;3307,62;3604,07;4212,74;
1203022;"Babice (2)";3240,48;3541,79;3769,43;4121,94;
1203033;"Chrzanów (3)";3205,76;3690,94;4079,03;4243,49;
1203043;"Libiąż (3)";3111,04;3629,32;4208,83;4447,02;
1203053;"Trzebinia (3)";3389,17;3729,18;4074,74;4292,96;
1204012;"Bolesław (2)";2896,18;2969,71;3106,38;3430,74;
1204023;"Dąbrowa Tarnowska (3)";3393,03;3726,56;4115,46;4195,81;
1204032;"Gręboszów (2)";2876,84;2951,81;3441,59;3463,20;
1204042;"Mędrzechów (2)";3361,64;3595,33;3851,69;4062,58;
1204052;"Olesno (2)";2997,49;3327,22;3837,77;4343,80;
1204062;"Radgoszcz (2)";3955,99;4166,84;4201,05;4552,92;
1204073;"Szczucin (3)";4657,96;4619,24;4138,96;4282,15;
1205011;"Gorlice (1)";3267,33;3705,80;3894,15;4738,81;
1205023;"Biecz (3)";3595,47;4446,24;5180,28;4677,56;
1205033;"Bobowa (3)";4165,64;5128,84;5972,50;5792,61;
1205042;"Gorlice (2)";3735,50;4364,15;4611,75;4910,56;
1205052;"Lipinki (2)";3414,06;3892,87;4187,06;5210,19;
1205062;"Łużna (2)";3797,13;4162,34;4645,04;6033,71;
1205072;"Moszczenica (2)";3594,91;4517,55;4440,08;6326,02;
1205082;"Ropa (2)";4151,96;4649,03;5072,22;6041,20;
1205092;"Sękowa (2)";3960,43;4420,37;5574,37;5789,33;
1205102;"Uście Gorlickie (2)";5290,19;5759,42;6540,24;6197,48;
1206012;"Czernichów (2)";3535,01;3916,88;4451,94;5271,02;
1206022;"Igołomia-Wawrzeńczyce (2)";3460,67;4084,98;4582,03;5026,50;
1206032;"Iwanowice (2)";3697,03;4009,73;5299,28;5896,92;
1206042;"Jerzmanowice-Przeginia (2)";3371,82;3757,00;4193,50;4680,44;
1206052;"Kocmyrzów-Luborzyca (2)";3121,65;3716,17;4166,82;4955,46;
1206063;"Krzeszowice (3)";3155,78;3418,30;4280,18;4759,42;
1206072;"Liszki (2)";4033,81;4451,16;4292,44;4722,70;
1206082;"Michałowice (2)";3676,65;4376,57;4862,70;5307,24;
1206092;"Mogilany (2)";3829,62;4314,73;5314,83;6454,74;
1206103;"Skała (3)";3562,34;4347,79;4577,23;5202,88;
1206113;"Skawina (3)";4001,36;4349,51;4745,36;5730,30;
1206123;"Słomniki (3)";3934,19;4292,21;4476,20;5944,32;
1206132;"Sułoszowa (2)";3560,79;4052,20;5230,92;5053,32;
1206143;"Świątniki Górne (3)";4348,44;4686,95;6266,52;5893,15;
1206152;"Wielka Wieś (2)";4132,29;4746,26;5696,35;6177,22;
1206162;"Zabierzów (2)";4503,66;4558,24;5309,92;6036,58;
1206172;"Zielonki (2)";3468,90;3758,38;5436,85;6179,70;
1207011;"Limanowa (1)";4403,40;5191,53;5952,77;6351,85;
1207021;"Mszana Dolna (1)";4034,92;3940,80;4487,60;4712,39;
1207032;"Dobra (2)";3970,37;4667,90;5787,01;5760,77;
1207042;"Jodłownik (2)";4151,86;4412,73;5164,00;5179,42;
1207052;"Kamienica (2)";4173,24;4448,04;5317,49;5716,69;
1207062;"Laskowa (2)";4381,36;4975,76;5273,48;5491,00;
1207072;"Limanowa (2)";3612,50;4425,40;4665,12;5114,70;
1207082;"Łukowica (2)";4231,67;5031,77;5572,88;5565,68;
1207092;"Mszana Dolna (2)";3814,73;4378,58;4770,75;5080,11;
1207102;"Niedźwiedź (2)";4380,00;4961,01;5279,30;5566,52;
1207112;"Słopnice (2)";4873,88;4788,03;5332,62;5664,99;
1207122;"Tymbark (2)";4017,46;4380,96;4972,52;4906,84;
1208012;"Charsznica (2)";3237,49;3483,06;4023,04;4273,49;
1208022;"Gołcza (2)";3347,00;3848,64;4972,70;4690,17;
1208032;"Kozłów (2)";2984,35;3504,13;4117,09;4729,12;
1208042;"Książ Wielki (2)";3816,44;3996,07;5195,02;5326,49;
1208053;"Miechów (3)";3425,41;3652,37;3935,77;4787,99;
1208062;"Racławice (2)";3727,13;4064,30;5667,66;5067,94;
1208072;"Słaboszów (2)";3098,14;3469,99;4178,94;4504,59;
1209013;"Dobczyce (3)";3840,26;4342,02;5246,48;7196,24;
1209022;"Lubień (2)";3503,76;4272,21;4602,43;4755,57;
1209033;"Myślenice (3)";3877,68;4092,06;4381,94;4736,17;
1209042;"Pcim (2)";3650,95;4045,34;4576,31;4633,15;
1209052;"Raciechowice (2)";5053,79;5691,67;5546,96;6563,25;
1209062;"Siepraw (2)";3620,42;4364,54;4867,33;5133,19;
1209073;"Sułkowice (3)";3705,57;3919,11;3853,73;4123,49;
1209082;"Tokarnia (2)";3812,71;4132,54;4412,22;4752,93;
1209092;"Wiśniowa (2)";3852,36;4240,82;4570,53;6593,88;
1210011;"Grybów (1)";3537,25;4273,92;4945,75;5581,70;
1210022;"Chełmiec (2)";3921,10;4465,31;6515,56;5994,90;
1210032;"Gródek nad Dunajcem (2)";4200,15;5025,20;5257,16;5770,91;
1210042;"Grybów (2)";4290,32;4564,41;5205,09;5580,07;
1210052;"Kamionka Wielka (2)";3884,22;4471,02;4835,77;5548,05;
1210062;"Korzenna (2)";4063,03;5033,35;5610,69;5685,23;
1210073;"Krynica-Zdrój (3)";5011,76;5328,31;6081,79;6675,98;
1210082;"Łabowa (2)";4282,52;4683,04;5645,47;5636,48;
1210092;"Łącko (2)";4413,47;5199,51;5844,39;6826,71;
1210102;"Łososina Dolna (2)";3932,57;4474,95;5204,42;5210,64;
1210113;"Muszyna (3)";3872,46;4365,10;5793,14;6801,86;
1210122;"Nawojowa (2)";3571,06;4158,23;4870,60;5537,75;
1210133;"Piwniczna-Zdrój (3)";4052,71;4601,50;4520,48;4747,35;
1210142;"Podegrodzie (2)";3963,49;4913,97;4960,92;5252,51;
1210152;"Rytro (2)";3489,70;4037,16;4512,77;4552,09;
1210163;"Stary Sącz (3)";3851,34;4424,84;5410,36;5865,63;
1211011;"Nowy Targ (1)";3404,08;3729,53;4618,85;5039,87;
1211023;"Szczawnica (3)";3866,28;3837,31;4656,25;4803,30;
1211032;"Czarny Dunajec (2)";3648,89;4400,33;4298,71;4440,54;
1211042;"Czorsztyn (2)";3979,79;3916,36;4867,71;7166,47;
1211052;"Jabłonka (2)";3712,18;4146,25;4740,53;5247,36;
1211062;"Krościenko nad Dunajcem (2)";3872,76;4036,57;4458,90;5125,05;
1211072;"Lipnica Wielka (2)";3617,94;4313,76;5049,57;5093,73;
1211082;"Łapsze Niżne (2)";3814,46;4498,96;4846,92;5492,28;
1211092;"Nowy Targ (2)";3754,41;4481,02;4571,27;5463,44;
1211102;"Ochotnica Dolna (2)";4038,56;5321,04;5103,89;6303,38;
1211112;"Raba Wyżna (2)";4010,59;4082,47;4459,17;4651,29;
1211123;"Rabka-Zdrój (3)";3514,03;3838,83;4070,82;4566,28;
1211132;"Spytkowice (2)";3949,46;4587,66;4544,45;4733,16;
1211142;"Szaflary (2)";3542,13;4410,57;4768,49;5265,57;
1212011;"Bukowno (1)";3656,36;4040,46;4325,14;5751,09;
1212032;"Bolesław (2)";4309,68;4654,76;5767,64;5652,11;
1212042;"Klucze (2)";3231,28;3805,65;4768,40;4739,87;
1212053;"Olkusz (3)";3066,03;3359,25;3697,12;4365,97;
1212062;"Trzyciąż (2)";3020,73;3671,88;4250,22;5224,46;
1212073;"Wolbrom (3)";3285,48;4063,00;5018,25;4598,65;
1213011;"Oświęcim (1)";4950,40;5327,53;5622,10;5854,94;
1213023;"Brzeszcze (3)";3533,19;4070,86;5269,84;5139,45;
1213033;"Chełmek (3)";2846,17;3349,89;4235,36;4770,39;
1213043;"Kęty (3)";3223,50;3623,24;3848,54;4181,06;
1213052;"Osiek (2)";3431,06;4079,09;4322,14;5046,39;
1213062;"Oświęcim (2)";3188,09;3801,01;4058,27;4638,37;
1213072;"Polanka Wielka (2)";3184,17;3992,58;4644,85;5461,97;
1213082;"Przeciszów (2)";2918,02;3453,07;4255,72;5345,03;
1213093;"Zator (3)";4313,51;4349,31;4905,26;5391,41;
1214012;"Koniusza (2)";3623,85;4152,54;4352,41;4855,45;
1214023;"Koszyce (3)";;;;4606,78;
1214033;"Nowe Brzesko (3)";3461,63;3879,37;4295,13;4376,84;
1214042;"Pałecznica (2)";4686,71;4992,38;6231,04;7709,91;
1214053;"Proszowice (3)";3562,34;3694,38;4470,99;4749,71;
1214062;"Radziemice (2)";3370,63;4132,53;4268,26;4776,85;
1215011;"Jordanów (1)";3255,04;3988,29;4681,38;5253,59;
1215021;"Sucha Beskidzka (1)";4237,39;4271,61;5082,04;5544,53;
1215032;"Budzów (2)";3663,41;4178,20;4654,66;6055,17;
1215042;"Bystra-Sidzina (2)";3926,49;4435,37;6267,94;5067,33;
1215052;"Jordanów (2)";3892,99;4199,74;4446,72;4364,79;
1215063;"Maków Podhalański (3)";3581,06;3937,86;4048,09;4475,21;
1215072;"Stryszawa (2)";3928,80;4285,05;4620,86;4667,43;
1215082;"Zawoja (2)";4271,75;4415,26;4912,24;4801,57;
1215092;"Zembrzyce (2)";3868,53;3842,28;5339,09;5080,57;
1216013;"Ciężkowice (3)";3976,15;4283,98;4514,16;5381,73;
1216022;"Gromnik (2)";3630,18;3912,11;4485,19;5054,39;
1216032;"Lisia Góra (2)";3564,53;3996,08;4281,81;4764,42;
1216042;"Pleśna (2)";3355,07;3792,15;4476,55;4545,82;
1216053;"Radłów (3)";3250,43;3671,48;3841,07;4772,38;
1216063;"Ryglice (3)";3660,91;4007,57;4820,34;5333,58;
1216072;"Rzepiennik Strzyżewski (2)";4029,19;4823,39;5941,13;5562,59;
1216082;"Skrzyszów (2)";3409,26;3720,73;4115,36;4783,10;
1216092;"Tarnów (2)";3271,45;3575,89;4143,04;4583,31;
1216103;"Tuchów (3)";3332,65;3661,02;4034,06;4537,21;
1216112;"Wierzchosławice (2)";2925,09;3080,11;3426,40;4019,56;
1216122;"Wietrzychowice (2)";3029,09;3642,82;4317,66;3924,79;
1216133;"Wojnicz (3)";3170,70;3576,00;3943,37;4456,14;
1216143;"Zakliczyn (3)";3605,24;4334,52;4979,21;5101,42;
1216153;"Żabno (3)";3041,70;3396,66;3617,10;4005,71;
1216162;"Szerzyny (2)";3941,82;4718,71;5360,36;4883,40;
1217011;"Zakopane (1)";4795,69;6120,99;6692,29;6057,68;
1217022;"Biały Dunajec (2)";3520,35;4036,05;4320,75;5095,55;
1217032;"Bukowina Tatrzańska (2)";4649,27;5146,32;5138,05;5397,07;
1217042;"Kościelisko (2)";3776,81;4054,44;4775,77;5154,69;
1217052;"Poronin (2)";3671,21;3973,92;4921,02;5087,29;
1218013;"Andrychów (3)";3482,71;3953,12;4777,05;5161,43;
1218022;"Brzeźnica (2)";3436,37;4064,75;5024,54;4914,57;
1218033;"Kalwaria Zebrzydowska (3)";3652,25;3913,21;4219,14;4935,62;
1218042;"Lanckorona (2)";3560,57;4194,41;4627,21;5233,14;
1218052;"Mucharz (2)";3775,23;4199,69;4284,05;4911,10;
1218062;"Spytkowice (2)";3236,52;3723,62;5136,48;4729,99;
1218072;"Stryszów (2)";3439,69;4044,63;4627,30;5275,10;
1218082;"Tomice (2)";3321,66;3806,98;4382,59;4630,33;
1218093;"Wadowice (3)";3290,73;3773,33;4564,56;4895,51;
1218102;"Wieprz (2)";4126,89;4066,35;4476,88;4754,14;
1219012;"Biskupice (2)";3399,48;4376,30;5149,10;5659,74;
1219022;"Gdów (2)";3712,96;4240,05;4972,02;5044,31;
1219032;"Kłaj (2)";3356,71;4005,24;4845,89;4946,47;
1219043;"Niepołomice (3)";4910,29;5405,90;5911,48;7681,72;
1219053;"Wieliczka (3)";4197,42;4180,37;4738,75;5566,07;
1261011;"Kraków (1)";6122,59;6540,49;7242,33;8017,02;
1262011;"Nowy Sącz (1)";5518,60;6053,10;7277,65;7581,00;
1263011;"Tarnów (1)";5619,71;6141,06;7216,39;7858,86;
1401013;"Białobrzegi (3)";3798,19;3964,35;4495,12;5793,05;
1401022;"Promna (2)";3312,77;3840,02;4701,78;4458,79;
1401032;"Radzanów (2)";4022,18;4744,34;4854,33;5311,96;
1401042;"Stara Błotnica (2)";3859,16;4922,51;5908,73;5048,28;
1401052;"Stromiec (2)";4151,47;4563,43;4796,59;4825,08;
1401063;"Wyśmierzyce (3)";3544,87;4226,89;4669,92;4535,80;
1402011;"Ciechanów (1)";3694,12;4313,30;5300,65;5410,05;
1402022;"Ciechanów (2)";3355,32;4205,33;6061,35;5167,45;
1402033;"Glinojeck (3)";3875,95;4275,51;4548,55;5437,70;
1402042;"Gołymin-Ośrodek (2)";3749,31;4370,68;4782,08;5002,39;
1402052;"Grudusk (2)";3938,90;4288,72;4742,61;4583,19;
1402062;"Ojrzeń (2)";3947,33;4459,72;4954,06;6075,83;
1402072;"Opinogóra Górna (2)";3232,70;4326,13;4352,54;5482,97;
1402082;"Regimin (2)";3626,49;4275,42;5531,76;4800,84;
1402092;"Sońsk (2)";4076,43;3817,04;3936,10;4608,35;
1403011;"Garwolin (1)";3923,29;4723,24;4728,77;5216,51;
1403021;"Łaskarzew (1)";3938,15;4558,31;4951,79;4926,76;
1403032;"Borowie (2)";4043,30;4371,09;5669,91;5640,75;
1403042;"Garwolin (2)";3610,01;4230,35;5032,52;5119,90;
1403052;"Górzno (2)";4434,06;4376,80;5412,72;4575,77;
1403062;"Łaskarzew (2)";3795,86;3996,95;4557,68;4705,99;
1403072;"Maciejowice (2)";4162,47;4590,18;4332,40;5331,93;
1403082;"Miastków Kościelny (2)";3904,11;4147,26;5280,58;5599,63;
1403092;"Parysów (2)";3930,01;4706,92;4839,98;5477,39;
1403103;"Pilawa (3)";3734,91;4328,34;5078,45;5140,21;
1403112;"Sobolew (2)";3577,43;4225,39;4842,27;4898,70;
1403122;"Trojanów (2)";3559,11;4085,32;4619,62;4608,47;
1403132;"Wilga (2)";3408,88;3511,71;4032,18;4639,21;
1403143;"Żelechów (3)";3914,15;4381,93;4465,23;4618,21;
1404011;"Gostynin (1)";3227,26;3695,11;3859,13;4094,37;
1404022;"Gostynin (2)";3323,78;3932,49;4106,31;4349,10;
1404032;"Pacyna (2)";3267,78;3567,41;3628,35;3963,74;
1404043;"Sanniki (3)";;;3831,09;4143,75;
1404052;"Szczawin Kościelny (2)";3579,38;3957,82;4109,68;4464,01;
1405011;"Milanówek (1)";4478,11;4996,27;5761,21;6201,03;
1405021;"Podkowa Leśna (1)";6909,61;7991,72;8808,80;8019,05;
1405032;"Baranów (2)";3895,62;4063,80;5144,87;5487,72;
1405043;"Grodzisk Mazowiecki (3)";4311,75;5178,50;6665,60;6865,48;
1405052;"Jaktorów (2)";5677,39;6073,25;8146,78;8040,03;
1405062;"Żabia Wola (2)";5659,89;5682,99;5863,68;7467,20;
1406012;"Belsk Duży (2)";4102,48;4754,70;4860,27;5351,48;
1406022;"Błędów (2)";3615,47;4181,04;3980,34;4349,04;
1406032;"Chynów (2)";3553,59;4140,08;4852,15;5489,57;
1406042;"Goszczyn (2)";3757,43;4392,08;5764,46;5228,39;
1406053;"Grójec (3)";3703,25;3854,00;4131,56;4759,76;
1406062;"Jasieniec (2)";3722,07;4341,89;4691,20;5076,11;
1406073;"Mogielnica (3)";4013,20;4313,28;4863,51;4199,59;
1406083;"Nowe Miasto nad Pilicą (3)";3383,16;3848,43;4671,16;4780,27;
1406092;"Pniewy (2)";3772,21;4191,77;4557,04;6527,02;
1406113;"Warka (3)";3539,93;3697,97;4131,46;4413,26;
1407012;"Garbatka-Letnisko (2)";3325,81;4007,13;4558,81;4652,49;
1407022;"Głowaczów (2)";3819,21;4891,04;4747,20;4560,45;
1407032;"Gniewoszów (2)";3438,46;3930,94;4538,70;5043,69;
1407042;"Grabów nad Pilicą (2)";4295,19;4452,40;4398,38;5680,10;
1407053;"Kozienice (3)";4839,48;5635,13;5920,76;5944,54;
1407062;"Magnuszew (2)";4114,44;4435,13;4944,15;4830,83;
1407072;"Sieciechów (2)";3018,26;3854,67;4174,94;4154,41;
1408011;"Legionowo (1)";4051,05;4129,04;4713,93;5151,58;
1408022;"Jabłonna (2)";4087,37;4452,76;6267,43;7900,88;
1408032;"Nieporęt (2)";4626,19;5884,50;6959,51;7406,69;
1408043;"Serock (3)";4436,74;5150,99;5287,31;6107,90;
1408052;"Wieliszew (2)";5103,81;5591,24;6000,32;6742,35;
1409012;"Chotcza (2)";4140,82;4383,93;4944,97;4848,83;
1409022;"Ciepielów (2)";4897,57;4419,25;4794,05;4620,26;
1409033;"Lipsko (3)";3233,86;3490,10;3955,80;4011,44;
1409042;"Rzeczniów (2)";3521,48;4297,24;4321,08;4659,43;
1409052;"Sienno (2)";3877,20;4480,02;4323,71;5098,33;
1409062;"Solec nad Wisłą (2)";3195,86;3593,41;3759,49;3770,42;
1410012;"Huszlew (2)";4201,43;5278,13;4637,52;5054,74;
1410023;"Łosice (3)";3357,01;3714,67;4202,52;5012,27;
1410032;"Olszanka (2)";3727,70;4045,58;4802,02;4703,78;
1410042;"Platerów (2)";3703,37;4214,03;5696,36;4666,48;
1410052;"Sarnaki (2)";3650,02;3968,26;4753,50;5103,68;
1410062;"Stara Kornica (2)";3586,97;4037,33;4554,29;4901,38;
1411011;"Maków Mazowiecki (1)";3522,93;4348,17;5781,69;5312,65;
1411022;"Czerwonka (2)";4208,94;4204,80;4692,27;4861,91;
1411032;"Karniewo (2)";3939,48;4845,88;4692,47;5115,88;
1411042;"Krasnosielc (2)";4216,62;4556,89;4746,52;5226,48;
1411052;"Młynarze (2)";4184,90;5022,71;4870,06;5458,36;
1411062;"Płoniawy-Bramura (2)";3850,11;4253,46;4290,78;4723,00;
1411073;"Różan (3)";6633,64;6430,93;6990,53;7134,59;
1411082;"Rzewnie (2)";4007,11;4383,81;4726,72;5125,92;
1411092;"Sypniewo (2)";4103,14;4765,16;4800,63;4842,63;
1411102;"Szelków (2)";3592,10;4115,89;5234,21;5025,95;
1412011;"Mińsk Mazowiecki (1)";3870,19;4449,84;4352,46;5037,18;
1412042;"Cegłów (2)";3583,80;3936,69;5130,70;5702,60;
1412052;"Dębe Wielkie (2)";3743,23;4842,55;4707,66;5179,65;
1412062;"Dobre (2)";3793,73;5157,86;5871,50;5375,96;
1412073;"Halinów (3)";3502,78;4323,44;5411,70;6335,41;
1412082;"Jakubów (2)";3955,40;4901,10;5757,59;5757,23;
1412093;"Kałuszyn (3)";3907,19;4445,81;4734,58;5617,27;
1412102;"Latowicz (2)";3831,63;4047,69;4816,66;5359,91;
1412112;"Mińsk Mazowiecki (2)";3607,38;4150,55;5297,34;4965,24;
1412123;"Mrozy (3)";3589,42;4166,02;4591,28;5564,05;
1412132;"Siennica (2)";4099,14;4902,76;4872,50;5286,82;
1412142;"Stanisławów (2)";4313,76;4526,42;4990,09;5494,42;
1412151;"Sulejówek (1)";4356,81;4848,08;6813,17;6594,56;
1413011;"Mława (1)";3624,41;4208,45;4647,33;4963,12;
1413022;"Dzierzgowo (2)";3989,72;4920,80;4537,13;5243,16;
1413032;"Lipowiec Kościelny (2)";3587,11;4335,07;4242,93;4271,33;
1413042;"Radzanów (2)";4305,23;4977,60;4480,32;5199,41;
1413052;"Strzegowo (2)";3977,65;4402,39;4818,58;5845,28;
1413062;"Stupsk (2)";3786,81;5048,40;5035,87;4831,36;
1413072;"Szreńsk (2)";3883,85;4717,44;4227,94;4862,32;
1413082;"Szydłowo (2)";3785,10;4322,41;4593,51;4563,46;
1413092;"Wieczfnia Kościelna (2)";4216,32;5247,78;5096,73;5202,56;
1413102;"Wiśniewo (2)";3679,43;4058,03;4266,50;4784,89;
1414011;"Nowy Dwór Mazowiecki (1)";4425,30;4491,10;5067,12;5792,74;
1414022;"Czosnów (2)";5396,70;5674,21;7244,13;6711,41;
1414032;"Leoncin (2)";3494,52;4456,60;6048,56;5315,13;
1414043;"Nasielsk (3)";3771,29;3890,02;4608,24;4787,98;
1414052;"Pomiechówek (2)";4133,40;6973,63;9175,38;7915,23;
1414063;"Zakroczym (3)";4572,67;4865,36;5561,42;5932,82;
1415012;"Baranowo (2)";3887,53;4891,14;5017,18;5361,02;
1415022;"Czarnia (2)";4331,28;4932,69;5699,80;5171,53;
1415032;"Czerwin (2)";3540,47;4595,46;4489,04;4680,23;
1415042;"Goworowo (2)";3703,69;4317,85;5424,96;4911,35;
1415052;"Kadzidło (2)";4032,51;4475,39;4731,27;5057,16;
1415062;"Lelis (2)";4025,22;4585,81;5046,84;4679,13;
1415072;"Łyse (2)";4884,68;5650,05;5824,22;5494,18;
1415083;"Myszyniec (3)";4185,58;4297,49;5188,58;6047,78;
1415092;"Olszewo-Borki (2)";3902,09;4312,41;5075,06;5737,19;
1415102;"Rzekuń (2)";3643,82;3744,04;3839,99;5284,83;
1415112;"Troszyn (2)";3770,58;4157,52;4213,84;4775,03;
1416011;"Ostrów Mazowiecka (1)";3534,35;3962,36;4436,57;5059,04;
1416022;"Andrzejewo (2)";3693,33;4421,49;4676,62;5180,20;
1416032;"Boguty-Pianki (2)";3639,24;3785,57;4461,34;4625,39;
1416043;"Brok (3)";3597,76;4871,63;4893,53;4315,56;
1416052;"Małkinia Górna (2)";3554,97;4371,36;4803,55;5852,14;
1416062;"Nur (2)";3732,00;4739,10;5618,06;4132,84;
1416072;"Ostrów Mazowiecka (2)";3691,54;4032,37;4968,64;4925,70;
1416082;"Stary Lubotyń (2)";4212,82;4913,68;5925,63;5078,52;
1416092;"Szulborze Wielkie (2)";3838,12;4530,99;4428,31;6746,81;
1416102;"Wąsewo (2)";4253,48;4459,06;4797,25;5794,18;
1416112;"Zaręby Kościelne (2)";3891,05;4571,06;5216,76;6883,94;
1417011;"Józefów (1)";4340,94;4610,75;7816,35;7075,39;
1417021;"Otwock (1)";3477,07;3960,23;4239,78;4944,30;
1417032;"Celestynów (2)";3649,54;3615,58;3983,43;5116,83;
1417043;"Karczew (3)";3571,50;3970,60;4443,68;5179,26;
1417052;"Kołbiel (2)";3909,95;4128,19;4278,82;5115,74;
1417062;"Osieck (2)";3595,68;4245,78;4854,51;6246,18;
1417072;"Sobienie-Jeziory (2)";2996,16;3651,36;3784,78;4258,95;
1417082;"Wiązowna (2)";5522,81;6219,61;7422,23;8394,03;
1418013;"Góra Kalwaria (3)";4241,90;4450,10;5057,40;5541,37;
1418023;"Konstancin-Jeziorna (3)";5814,84;6633,36;6758,81;7579,17;
1418032;"Lesznowola (2)";8001,03;7558,40;7943,65;10701,34;
1418043;"Piaseczno (3)";4719,65;5313,66;6079,66;7118,59;
1418052;"Prażmów (2)";3472,27;4014,39;4595,60;5056,26;
1418063;"Tarczyn (3)";4541,82;5041,74;5412,21;5292,79;
1419012;"Bielsk (2)";3726,22;3809,05;4466,57;4898,51;
1419022;"Bodzanów (2)";3750,18;4321,33;4936,20;5684,44;
1419032;"Brudzeń Duży (2)";3459,90;3734,64;4059,83;4299,30;
1419042;"Bulkowo (2)";3829,74;4402,98;4912,62;4674,35;
1419053;"Drobin (3)";4015,81;4769,94;5458,29;5226,44;
1419063;"Gąbin (3)";3712,45;4238,44;4570,69;4800,86;
1419072;"Łąck (2)";3491,22;3946,52;4059,75;4433,46;
1419082;"Mała Wieś (2)";3664,25;4258,74;4781,95;4979,88;
1419092;"Nowy Duninów (2)";3494,70;4269,91;4879,37;4712,11;
1419102;"Radzanowo (2)";3408,83;3998,08;4632,01;4774,52;
1419112;"Słubice (2)";3704,93;4083,09;4823,94;4880,32;
1419122;"Słupno (2)";6404,70;6608,16;9160,46;7652,64;
1419132;"Stara Biała (2)";3894,59;4457,73;5398,06;5783,65;
1419142;"Staroźreby (2)";3947,25;4284,39;5511,63;4513,01;
1419153;"Wyszogród (3)";3681,22;4058,70;4100,51;4351,98;
1420011;"Płońsk (1)";3841,49;4200,08;4808,61;6120,62;
1420021;"Raciąż (1)";4433,83;5193,76;6773,01;6657,25;
1420032;"Baboszewo (2)";4694,45;4547,28;4540,90;4802,93;
1420042;"Czerwińsk nad Wisłą (2)";3486,55;3919,70;5165,96;4696,23;
1420052;"Dzierzążnia (2)";4062,28;4137,00;4224,02;5022,13;
